sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
143,"Campbell Fighting Camels",31,22.1,41.1,24.7,1.118,22.1,12,10.1,54.4,54.4,0.05,5.3,54.4,22.1,12,10.1,54.4,0,0,0,,0
145,"Southeastern Louisiana Lions",31,18.8,31.9,21,1.117,18.8,10.1,8.6,54,54,0.06,6,54,18.8,10.1,8.6,54,0,0,0,,0
145,"Duquesne Dukes",31,23.2,38.5,25.9,1.117,23.2,12.4,10.8,53.5,53.5,0.06,6.1,53.5,23.2,12.4,10.8,53.5,0,0,0,,0
147,"New Mexico State Aggies",33,20.6,34.1,23,1.116,20.6,11.2,9.4,54.3,54.3,0.05,5.2,54.3,20.6,11.2,9.4,54.3,0,0,0,,0
147,"Eastern Kentucky Colonels",32,23.7,36.4,26.4,1.116,23.7,12.7,11,53.5,53.5,0.06,6.3,53.5,23.7,12.7,11,53.5,0,0,0,,0
149,"Iowa State Cyclones",32,26.5,43,29.5,1.115,26.5,14.2,12.3,53.7,53.7,0.05,5.3,53.7,26.5,14.2,12.3,53.7,0,0,0,,0
150,"Bellarmine Knights",30,23.2,40.9,25.8,1.114,23.2,12.4,10.7,53.7,53.7,0.07,7.2,53.7,23.2,12.4,10.7,53.7,0,0,0,,0
151,"Alabama Crimson Tide",31,23.9,41.7,26.6,1.113,23.9,12.8,11.1,53.7,53.7,0.06,5.9,53.7,23.9,12.8,11.1,53.7,0,0,0,,0
152,"Lehigh Mountain Hawks",31,18.4,31.1,20.5,1.112,18.4,9.9,8.5,54,54,0.05,4.7,54,18.4,9.9,8.5,54,0,0,0,,0
152,"Boise State Broncos",33,21.7,37.2,24.2,1.112,21.7,11.7,10,54,54,0.05,5.3,54,21.7,11.7,10,54,0,0,0,,0
154,"Lamar Cardinals",32,18.9,33.3,21,1.111,18.9,10.2,8.8,53.7,53.7,0.06,5.8,53.7,18.9,10.2,8.8,53.7,0,0,0,,0
155,"Southern Methodist Mustangs",30,25,42.6,27.7,1.109,25,13.4,11.6,53.5,53.5,0.05,5.5,53.5,25,13.4,11.6,53.5,0,0,0,,0
156,"UC Davis Aggies",31,22.7,39.5,25.1,1.108,22.7,12.2,10.5,53.6,53.6,0.05,4.8,53.6,22.7,12.2,10.5,53.6,0,0,0,,0
156,"Baylor Bears",33,27.5,43.7,30.5,1.108,27.5,14.9,12.6,54.1,54.1,0.05,5,54.1,27.5,14.9,12.6,54.1,0,0,0,,0
158,"Fordham Rams",32,22.7,33.5,25.1,1.107,22.7,12.2,10.5,53.7,53.7,0.05,4.5,53.7,22.7,12.2,10.5,53.7,0,0,0,,0
158,"Morgan State Bears",28,21.4,35.4,23.7,1.107,21.4,11.4,10,53.3,53.3,0.06,6,53.3,21.4,11.4,10,53.3,0,0,0,,0
160,"St. John's Red Storm",32,19.9,36.5,22,1.105,19.9,10.7,9.3,53.4,53.4,0.05,5.2,53.4,19.9,10.7,9.3,53.4,0,0,0,,0
161,"North Dakota State Bison",30,27.3,44.2,30.1,1.102,27.3,14.5,12.8,53.2,53.2,0.06,5.6,53.3,27.3,14.5,12.8,53.2,0,0,0,,0
161,"Wofford Terriers",32,22.1,35.4,24.3,1.102,22.1,11.6,10.5,52.5,52.5,0.06,6.4,52.5,22.1,11.6,10.5,52.5,0,0,0,,0
161,"Vermont Catamounts",32,22.4,40.9,24.7,1.102,22.4,12,10.4,53.7,53.7,0.04,3.9,53.7,22.4,12,10.4,53.7,0,0,0,,0
164,"Arkansas-(Little Rock) Trojans",32,18.3,34.1,20.1,1.101,18.3,9.6,8.6,52.7,52.7,0.07,6.7,52.7,18.3,9.6,8.6,52.7,0,0,0,,0
165,"Northern Kentucky Norse",31,25.7,43.3,28.3,1.1,25.7,13.4,12.3,52.2,52.2,0.08,7.9,52.2,25.7,13.4,12.3,52.2,0,0,0,,0
165,"Wake Forest Demon Deacons",34,21.8,39,24,1.1,21.8,11.6,10.2,53.4,53.4,0.06,5.5,53.4,21.8,11.6,10.2,53.4,0,0,0,,0
167,"Davidson Wildcats",29,20.4,37,22.5,1.099,20.4,10.8,9.7,52.6,52.6,0.07,6.9,52.6,20.4,10.8,9.7,52.6,0,0,0,,0
168,"Rutgers Scarlet Knights",32,24,42.7,26.3,1.098,24,12.6,11.4,52.5,52.5,0.07,6.5,52.5,24,12.6,11.4,52.5,0,0,0,,0
168,"Fresno State Bulldogs",32,19.5,36.6,21.4,1.098,19.5,10.3,9.2,52.8,52.8,0.05,5.4,52.8,19.5,10.3,9.2,52.8,0,0,0,,0
170,"Missouri State Lady Bears",32,26.1,40.7,28.6,1.097,26.1,13.9,12.1,53.5,53.5,0.05,5.2,53.5,26.1,13.9,12.1,53.5,0,0,0,,0
171,"UMBC Retrievers",30,23.9,40.8,26.2,1.096,23.9,12.7,11.2,53.3,53.3,0.04,4.2,53.3,23.9,12.7,11.2,53.3,0,0,0,,0
171,"Florida Gators",34,23.7,38.9,25.9,1.096,23.7,12.4,11.2,52.5,52.5,0.06,6.1,52.5,23.7,12.4,11.2,52.5,0,0,0,,0
173,"Texas-(Arlington) Mavericks",31,31.5,51.1,34.5,1.095,31.5,16.5,15,52.4,52.4,0.07,7.4,52.4,31.5,16.5,15,52.4,0,0,0,,0
173,"Tennessee-Martin Skyhawks",29,20,37.3,21.9,1.095,20,10.5,9.6,52.3,52.3,0.07,6.7,52.3,20,10.5,9.6,52.3,0,0,0,,0
175,"UCLA Bruins",37,21.5,33.6,23.6,1.094,21.5,11.4,10.2,52.7,52.7,0.06,5.9,52.7,21.5,11.4,10.2,52.7,0,0,0,,0
175,"Washington Huskies",34,26.4,44.3,28.9,1.094,26.4,14.2,12.2,53.7,53.7,0.03,3,53.7,26.4,14.2,12.2,53.7,0,0,0,,0
177,"Rhode Island Rams",32,19.8,32.9,21.6,1.092,19.8,10.4,9.3,52.8,52.8,0.05,5.4,52.8,19.8,10.4,9.3,52.8,0,0,0,,0
178,"TCU Horned Frogs",31,19.6,34.8,21.4,1.091,19.6,10.2,9.4,51.9,51.9,0.08,7.6,51.9,19.6,10.2,9.4,51.9,0,0,0,,0
179,"Denver Pioneers",30,20.5,35.5,22.3,1.088,20.5,10.8,9.7,52.5,52.5,0.06,5.7,52.5,20.5,10.8,9.7,52.5,0,0,0,,0
180,"Eastern Washington Eagles",29,22.2,35.9,24.2,1.087,22.2,11.6,10.7,51.9,51.9,0.06,5.9,51.9,22.2,11.6,10.7,51.9,0,0,0,,0
181,"Bowling Green Falcons",38,30.2,45.8,32.8,1.086,30.2,15.9,14.3,52.7,52.7,0.05,4.5,52.7,30.2,15.9,14.3,52.7,0,0,0,,0
181,"Virginia Cavaliers",30,25.2,39.5,27.3,1.086,25.2,13.2,12,52.5,52.5,0.05,4.9,52.5,25.2,13.2,12,52.5,0,0,0,,0
181,"UMKC Kangaroos",32,21.6,35.3,23.4,1.086,21.6,11.3,10.3,52.3,52.3,0.05,5.4,52.3,21.6,11.3,10.3,52.3,0,0,0,,0
184,"Towson Tigers",34,21.7,35.8,23.6,1.085,21.7,11.4,10.4,52.2,52.2,0.06,5.7,52.2,21.7,11.4,10.4,52.2,0,0,0,,0
184,"North Carolina Central Eagles",31,23.2,37.3,25.1,1.085,23.2,12.1,11,52.4,52.4,0.06,6.3,52.4,23.2,12.1,11,52.4,0,0,0,,0
184,"Arkansas State Red Wolves",32,18.8,28.8,20.4,1.085,18.8,9.8,8.9,52.4,52.4,0.06,6,52.4,18.8,9.8,8.9,52.4,0,0,0,,0
187,"Texas A&M Aggies",29,18.9,34.5,20.5,1.084,18.9,9.9,9.1,52.1,52.1,0.07,7.1,52.1,18.9,9.9,9.1,52.1,0,0,0,,0
187,"Auburn Tigers",31,23.1,37.5,25.1,1.084,23.1,12.2,11,52.6,52.6,0.06,5.9,52.6,23.1,12.2,11,52.6,0,0,0,,0
187,"Holy Cross Crusaders",33,21.8,39.6,23.6,1.084,21.8,11.5,10.2,52.9,52.9,0.04,3.6,52.9,21.8,11.5,10.2,52.9,0,0,0,,0
190,"Hawaii Warriors",33,22.5,41.8,24.4,1.083,22.5,11.7,10.8,52,52,0.06,6,52,22.5,11.7,10.8,52,0,0,0,,0
190,"West Virginia Mountaineers",31,21.4,34.6,23.2,1.083,21.4,11.3,10.1,52.7,52.7,0.05,5,52.7,21.4,11.3,10.1,52.7,0,0,0,,0
192,"Minnesota Golden Gophers",30,25.1,38.8,27.1,1.082,25.1,13.1,11.9,52.4,52.4,0.05,5.2,52.4,25.1,13.1,11.9,52.4,0,0,0,,0
192,"Southern Indiana Screaming Eagles",29,21.4,38.5,23.2,1.082,21.4,11.1,10.3,51.9,51.9,0.06,5.5,51.9,21.4,11.1,10.3,51.9,0,0,0,,0
192,"Brigham Young Cougars",33,25.5,45.8,27.6,1.082,25.5,13.5,12,52.9,52.9,0.04,3.7,52.9,25.5,13.5,12,52.9,0,0,0,,0
192,"Elon Phoenix",30,17.9,31.9,19.4,1.082,17.9,9.5,8.4,52.9,52.9,0.04,3.9,52.9,17.9,9.5,8.4,52.9,0,0,0,,0
192,"Cal State Fullerton Titans",30,17.1,31.5,18.5,1.082,17.1,8.9,8.2,51.9,51.9,0.05,5.4,51.9,17.1,8.9,8.2,51.9,0,0,0,,0
192,"Fairleigh Dickinson Knights",31,21.4,37.3,23.1,1.082,21.4,11.2,10.2,52.4,52.4,0.05,5.3,52.4,21.4,11.2,10.2,52.4,0,0,0,,0
198,"Bucknell Bison",30,21,40.5,22.7,1.081,21,10.9,10.1,52,52,0.05,5.1,52,21,10.9,10.1,52,0,0,0,,0
199,"Albany Great Danes",34,21.2,40.7,22.9,1.079,21.2,11,10.2,51.8,51.8,0.05,5.4,51.8,21.2,11,10.2,51.8,0,0,0,,0
200,"East Carolina Pirates",33,26.8,43.8,28.8,1.078,26.8,14.1,12.7,52.5,52.5,0.05,5.3,52.5,26.8,14.1,12.7,52.5,0,0,0,,0
200,"Marquette Golden Eagles",32,21.7,35,23.4,1.078,21.7,11.3,10.4,52.2,52.2,0.04,4.5,52.2,21.7,11.3,10.4,52.2,0,0,0,,0
202,"Cleveland State Vikings",35,28.1,47.1,30.2,1.077,28.1,14.6,13.5,51.9,51.9,0.06,6.2,51.9,28.1,14.6,13.5,51.9,0,0,0,,0
202,"Maine Black Bears",30,24.2,44.1,26.1,1.077,24.2,12.7,11.5,52.6,52.6,0.04,3.9,52.6,24.2,12.7,11.5,52.6,0,0,0,,0
202,"California Golden Bears",30,20.3,33.3,21.9,1.077,20.3,10.6,9.7,52.3,52.3,0.05,4.8,52.3,20.3,10.6,9.7,52.3,0,0,0,,0
202,"Sacred Heart Pioneers",33,22.5,37.4,24.2,1.077,22.5,11.7,10.8,51.8,51.8,0.07,7.3,51.8,22.5,11.7,10.8,51.8,0,0,0,,0
202,"Utah Valley Wolverines",30,19.2,35.8,20.6,1.077,19.2,9.9,9.3,51.7,51.7,0.06,5.7,51.7,19.2,9.9,9.3,51.7,0,0,0,,0
202,"Butler Bulldogs",30,19.2,36.1,20.6,1.077,19.2,10,9.2,52.2,52.2,0.05,4.7,52.2,19.2,10,9.2,52.2,0,0,0,,0
208,"Wright State Raiders",32,18.8,32.5,20.3,1.076,18.8,9.8,9,52.2,52.2,0.05,5,52.2,18.8,9.8,9,52.2,0,0,0,,0
209,"East Tennessee State Buccaneers",35,24.5,41.4,26.3,1.075,24.5,12.7,11.7,52.1,52.1,0.05,4.6,52.1,24.5,12.7,11.7,52.1,0,0,0,,0
210,"Valparaiso University",31,22.6,45.5,24.3,1.074,22.6,11.6,11,51.4,51.4,0.06,6.4,51.4,22.6,11.6,11,51.4,0,0,0,,0
210,"Colgate Raiders",30,20.2,35,21.7,1.074,20.2,10.5,9.7,52.1,52.1,0.04,4.5,52.1,20.2,10.5,9.7,52.1,0,0,0,,0
210,"Stonehill College Skyhawks",29,21,37.2,22.6,1.074,21,11,10,52.4,52.4,0.04,4.1,52.4,21,11,10,52.4,0,0,0,,0
213,"Northern Illinois Huskies",33,22.8,36.7,24.4,1.071,22.8,11.8,11,51.7,51.7,0.06,5.5,51.7,22.8,11.8,11,51.7,0,0,0,,0
214,"California Baptist Lancers",32,28.1,43.4,30.1,1.07,28.1,14.6,13.5,52,52,0.05,5.3,52,28.1,14.6,13.5,52,0,0,0,,0
214,"Dayton Flyers",28,25.6,42.5,27.4,1.07,25.6,13.4,12.3,52.2,52.2,0.04,4.2,52.2,25.6,13.4,12.3,52.2,0,0,0,,0
216,"Southeast Missouri State Redhawks",30,21.7,37.6,23.2,1.069,21.7,11.1,10.6,51.1,51.1,0.07,6.7,51.1,21.7,11.1,10.6,51.1,0,0,0,,0
216,"Ohio Bobcats",29,22.6,40.1,24.1,1.069,22.6,11.6,11,51.2,51.2,0.06,6.3,51.2,22.6,11.6,11,51.2,0,0,0,,0
218,"Princeton Tigers",30,22.1,36.6,23.6,1.068,22.1,11.5,10.6,52,52,0.04,4.4,52,22.1,11.5,10.6,52,0,0,0,,0
219,"American University Eagles",31,21.6,38.8,23.1,1.067,21.6,11.3,10.4,52.1,52.1,0.04,3.7,52.1,21.6,11.3,10.4,52.1,0,0,0,,0
220,"Florida Atlantic Owls",30,24.1,41.4,25.7,1.066,24.1,12.5,11.6,51.8,51.8,0.05,5,51.8,24.1,12.5,11.6,51.8,0,0,0,,0
220,"Georgetown Hoyas",31,20,34,21.4,1.066,20,10.3,9.7,51.4,51.4,0.06,6.4,51.4,20,10.3,9.7,51.4,0,0,0,,0
220,"Jackson State Tigers",30,25.9,43.5,27.6,1.066,25.9,13.3,12.6,51.5,51.5,0.07,6.8,51.5,25.9,13.3,12.6,51.5,0,0,0,,0
223,"Monmouth Hawks",34,21.2,37.7,22.6,1.064,21.2,10.9,10.3,51.6,51.6,0.05,5.1,51.6,21.2,10.9,10.3,51.6,0,0,0,,0
224,"Kentucky Wildcats",31,23.9,38.4,25.4,1.062,23.9,12.2,11.7,51.1,51.1,0.07,7.1,51.1,23.9,12.2,11.7,51.1,0,0,0,,0
224,"San Diego Toreros",33,24,41,25.5,1.062,24,12.4,11.6,51.6,51.6,0.04,4.2,51.6,24,12.4,11.6,51.6,0,0,0,,0
224,"Nevada Wolf Pack",31,21.5,36.9,22.8,1.062,21.5,10.9,10.5,51,51,0.06,5.6,51,21.5,10.9,10.5,51,0,0,0,,0
227,"William & Mary Tribe",31,20.3,33.1,21.5,1.06,20.3,10.3,10,50.9,50.9,0.06,6,50.9,20.3,10.3,10,50.9,0,0,0,,0
228,"North Florida Ospreys",27,20.8,35.4,22,1.059,20.8,10.8,10,51.8,51.8,0.04,4.4,51.8,20.8,10.8,10,51.8,0,0,0,,0
228,"Illinois State Redbirds",33,22.3,38.6,23.6,1.059,22.3,11.3,11,50.7,50.7,0.06,6.1,50.7,22.3,11.3,11,50.7,0,0,0,,0
230,"North Dakota Fighting Hawks",30,25.2,38.8,26.6,1.057,25.2,12.9,12.3,51.1,51.1,0.05,4.8,51.1,25.2,12.9,12.3,51.1,0,0,0,,0
231,"Coastal Carolina Chanticleers",30,22.9,39,24.1,1.055,22.9,11.5,11.3,50.4,50.4,0.06,5.7,50.4,22.9,11.5,11.3,50.4,0,0,0,,0
232,"Kent State Golden Flashes",32,22.7,37.8,23.9,1.054,22.7,11.4,11.3,50.3,50.3,0.06,5.8,50.3,22.7,11.4,11.3,50.3,0,0,0,,0
233,"Winthrop Eagles",31,19.7,38.1,20.7,1.052,19.7,9.9,9.8,50.3,50.3,0.07,7,50.3,19.7,9.9,9.8,50.3,0,0,0,,0
233,"Detroit Titans",30,24.5,43.5,25.8,1.052,24.5,12.5,12.1,50.8,50.8,0.05,4.9,50.8,24.5,12.5,12.1,50.8,0,0,0,,0
235,"Florida International Panthers",31,24.8,40.5,26,1.051,24.8,12.5,12.2,50.7,50.7,0.05,4.9,50.7,24.8,12.5,12.2,50.7,0,0,0,,0
235,"Kennesaw State Fighting Owls",30,25,40.8,26.3,1.051,25,12.5,12.5,50.1,50.1,0.07,6.5,50.1,25,12.5,12.5,50.1,0,0,0,,0
235,"Le Moyne Dolphins",27,22,36.6,23.1,1.051,22,10.9,11,49.7,49.7,0.07,7.3,49.7,22,10.9,11,49.7,0,0,0,,0
235,"Stetson Hatters",33,25.8,46.7,27.1,1.051,25.8,13,12.8,50.4,50.4,0.07,6.8,50.4,25.8,13,12.8,50.4,0,0,0,,0
239,"Binghamton Bearcats",30,19.7,33,20.6,1.049,19.7,10,9.7,50.8,50.8,0.04,4.2,50.8,19.7,10,9.7,50.8,0,0,0,,0
239,"Norfolk State Spartans",33,25.9,43.9,27.2,1.049,25.9,13.3,12.7,51.2,51.2,0.05,5,51.2,25.9,13.3,12.7,51.2,0,0,0,,0
239,"Texas A&M-(Corpus Christi) Islanders",30,21.9,40.1,22.9,1.049,21.9,11.2,10.7,51.2,51.2,0.04,4.3,51.2,21.9,11.2,10.7,51.2,0,0,0,,0
242,"Jacksonville State Gamecocks",30,21.7,35.9,22.8,1.048,21.7,10.8,11,49.5,49.5,0.08,7.7,49.5,21.7,10.8,11,49.5,0,0,0,,0
243,"UNC Greensboro Spartans",30,25.4,41.5,26.6,1.047,25.4,13.1,12.3,51.6,51.6,0.04,3.8,51.6,25.4,13.1,12.3,51.6,0,0,0,,0
243,"Bryant University Bulldogs",30,23.4,40.1,24.5,1.047,23.4,11.9,11.5,50.8,50.8,0.05,5.1,50.8,23.4,11.9,11.5,50.8,0,0,0,,0
243,"Providence Friars",32,22.8,39.6,23.9,1.047,22.8,11.4,11.4,50.1,50.1,0.07,6.6,50.1,22.8,11.4,11.4,50.1,0,0,0,,0
243,"Louisiana-(Monroe) Warhawks",30,25.8,41,27,1.047,25.8,13.1,12.7,50.8,50.8,0.04,4.4,50.8,25.8,13.1,12.7,50.8,0,0,0,,0
247,"Morehead State Eagles",31,23.1,39.9,24.2,1.046,23.1,11.8,11.3,51,51,0.05,5.2,51,23.1,11.8,11.3,51,0,0,0,,0
247,"Army Black Knights",30,20.3,34.7,21.2,1.046,20.3,10.2,10.1,50.3,50.3,0.06,5.9,50.3,20.3,10.2,10.1,50.3,0,0,0,,0
247,"Indiana State Sycamores",30,23.2,39.7,24.2,1.046,23.2,11.7,11.5,50.4,50.4,0.06,6,50.4,23.2,11.7,11.5,50.4,0,0,0,,0
247,"Mount St. Mary's Mountaineers",31,18.3,32.3,19.2,1.046,18.3,9.2,9.1,50.4,50.4,0.06,6.2,50.4,18.3,9.2,9.1,50.4,0,0,0,,0
251,"La Salle Explorers",31,19.9,33.1,20.8,1.044,19.9,10.1,9.8,50.9,50.9,0.04,3.6,50.9,19.9,10.1,9.8,50.9,0,0,0,,0
252,"Vanderbilt Commodores",31,24.5,42.3,25.5,1.042,24.5,12.2,12.4,49.6,49.6,0.07,6.8,49.6,24.5,12.2,12.4,49.6,0,0,0,,0
253,"North Alabama Lions",30,22.6,37.4,23.5,1.041,22.6,11.4,11.2,50.4,50.4,0.05,4.6,50.4,22.6,11.4,11.2,50.4,0,0,0,,0
253,"Long Island University Sharks",29,18.3,32.9,19.1,1.041,18.3,9.2,9.1,50.4,50.4,0.05,4.5,50.4,18.3,9.2,9.1,50.4,0,0,0,,0
255,"Stony Brook Seawolves",31,25.3,40.8,26.3,1.039,25.3,12.7,12.6,50.1,50.1,0.06,5.6,50.2,25.3,12.7,12.6,50.1,0,0,0,,0
256,"Fairfield Stags",30,22.7,38.7,23.5,1.037,22.7,11.3,11.4,49.8,49.8,0.07,7.2,49.8,22.7,11.3,11.4,49.8,0,0,0,,0
257,"Canisius Golden Griffins",30,22.2,38.4,23,1.036,22.2,11.1,11.1,49.9,49.9,0.06,5.6,49.9,22.2,11.1,11.1,49.9,0,0,0,,0
257,"Northern Arizona Lumberjacks",35,26.4,39.4,27.4,1.036,26.4,13.3,13.1,50.3,50.3,0.05,4.6,50.3,26.4,13.3,13.1,50.3,0,0,0,,0
257,"Maryland-Eastern Shore Hawks",30,22.5,38.2,23.3,1.036,22.5,11.3,11.2,50.3,50.3,0.05,5,50.3,22.5,11.3,11.2,50.3,0,0,0,,0
260,"Saint Mary's Gaels",30,23.7,41.2,24.6,1.035,23.7,12,11.8,50.4,50.4,0.04,4.4,50.4,23.7,12,11.8,50.4,0,0,0,,0
261,"Pittsburgh Panthers",30,24.3,40.3,25.1,1.034,24.3,12,12.2,49.6,49.6,0.06,6.2,49.6,24.3,12,12.2,49.6,0,0,0,,0
261,"Pacific Tigers",32,26.9,42.4,27.8,1.034,26.9,13.5,13.4,50.1,50.1,0.04,4.4,50.1,26.9,13.5,13.4,50.1,0,0,0,,0
263,"Central Connecticut State Blue Devils",29,18.7,32.7,19.3,1.033,18.7,9.2,9.4,49.4,49.4,0.06,6.1,49.4,18.7,9.2,9.4,49.4,0,0,0,,0
263,"Loyola Marymount Lions",29,18.9,34.6,19.5,1.033,18.9,9.2,9.7,48.8,48.8,0.07,6.9,48.8,18.9,9.2,9.7,48.8,0,0,0,,0
263,"Air Force Falcons",31,20.8,34.9,21.5,1.033,20.8,10.4,10.5,49.8,49.8,0.05,5.4,49.8,20.8,10.4,10.5,49.8,0,0,0,,0
266,"Alabama State Hornets",29,23.4,42.2,24.2,1.032,23.4,11.8,11.7,50.3,50.3,0.05,4.9,50.3,23.4,11.8,11.7,50.3,0,0,0,,0
267,"Northwestern Wildcats",30,26.8,44.1,27.6,1.03,26.8,13.3,13.4,49.8,49.8,0.06,6.1,49.8,26.8,13.3,13.4,49.8,0,0,0,,0
268,"Wagner Seahawks",28,24.7,41.1,25.4,1.029,24.7,12.4,12.4,50,50,0.05,5.1,50,24.7,12.4,12.4,50,0,0,0,,0
268,"Cal State Northridge Matadors",32,18.5,34.2,19,1.029,18.5,9.2,9.3,49.7,49.7,0.04,4.2,49.7,18.5,9.2,9.3,49.7,0,0,0,,0
270,"Incarnate Word Cardinals",29,19.8,37,20.3,1.028,19.8,9.9,9.9,50,50,0.04,4,50,19.8,9.9,9.9,50,0,0,0,,0
271,"Appalachian State Mountaineers",31,23.6,38.5,24.2,1.027,23.6,11.6,12,49.2,49.2,0.06,6.3,49.2,23.6,11.6,12,49.2,0,0,0,,0
271,"Texas A&M-(Commerce) Lions",33,27.7,47.1,28.5,1.027,27.7,13.8,13.9,49.8,49.8,0.04,4.3,49.8,27.7,13.8,13.9,49.8,0,0,0,,0
271,"Portland State Vikings",31,16.9,30.1,17.3,1.027,16.9,8.3,8.5,49.3,49.3,0.05,5,49.3,16.9,8.3,8.5,49.3,0,0,0,,0
274,"South Dakota Coyotes",30,25.3,43.8,25.9,1.026,25.3,12.5,12.8,49.5,49.5,0.06,5.3,49.5,25.3,12.5,12.8,49.5,0,0,0,,0
275,"Oakland Golden Grizzlies",30,24.7,37.6,25.2,1.023,24.7,12.2,12.4,49.6,49.6,0.05,4.9,49.6,24.7,12.2,12.4,49.6,0,0,0,,0
276,"Wichita State Shockers",34,25.1,42.8,25.6,1.022,25.1,12.5,12.6,49.8,49.8,0.04,4.5,49.8,25.1,12.5,12.6,49.8,0,0,0,,0
276,"Virginia Commonwealth Rams",29,21.9,37.8,22.4,1.022,21.9,10.9,11.1,49.5,49.5,0.05,4.7,49.5,21.9,10.9,11.1,49.5,0,0,0,,0
276,"Northern Colorado Bears",31,22.2,43.4,22.7,1.022,22.2,10.8,11.4,48.7,48.7,0.06,6.1,48.7,22.2,10.8,11.4,48.7,0,0,0,,0
279,"Illinois-Chicago Flames",34,25,48.6,25.5,1.021,25,12.4,12.6,49.4,49.4,0.06,5.6,49.4,25,12.4,12.6,49.4,0,0,0,,0
280,"Pepperdine Waves",29,24.2,41.7,24.7,1.02,24.2,11.9,12.3,49.1,49.1,0.06,5.8,49.1,24.2,11.9,12.3,49.1,0,0,0,,0
281,"Louisiana-(Lafayette) Ragin Cajuns",31,20.4,35.7,20.8,1.019,20.4,10,10.4,49.2,49.2,0.06,6.2,49.2,20.4,10,10.4,49.2,0,0,0,,0
281,"Idaho State Bengals",30,19.7,34.4,20,1.019,19.7,9.8,9.9,49.7,49.7,0.04,4.1,49.7,19.7,9.8,9.9,49.7,0,0,0,,0
283,"North Carolina-Asheville Bulldogs",32,18.7,32.1,19.1,1.018,18.7,9.2,9.5,49.1,49.1,0.07,6.5,49.1,18.7,9.2,9.5,49.1,0,0,0,,0
283,"UC Irvine Anteaters",32,20.7,34.8,21,1.018,20.7,10.2,10.4,49.5,49.5,0.04,4.4,49.5,20.7,10.2,10.4,49.5,0,0,0,,0
283,"Brown Bears",26,27.8,46.6,28.3,1.018,27.8,13.8,14.1,49.4,49.4,0.05,4.7,49.4,27.8,13.8,14.1,49.4,0,0,0,,0
283,"Lafayette Leopards",30,19,34.2,19.3,1.018,19,9.4,9.6,49.3,49.3,0.05,4.7,49.3,19,9.4,9.6,49.3,0,0,0,,0
287,"USC Upstate Spartans",31,17.9,35,18.2,1.016,17.9,8.7,9.2,48.7,48.7,0.06,6.3,48.7,17.9,8.7,9.2,48.7,0,0,0,,0
288,"Bradley Braves",32,18.4,32.6,18.6,1.012,18.4,9,9.4,48.7,48.7,0.06,6.1,48.7,18.4,9,9.4,48.7,0,0,0,,0
289,"New Orleans Privateers",28,20.5,34.2,20.7,1.01,20.5,10,10.5,49,49,0.05,5.1,49,20.5,10,10.5,49,0,0,0,,0
289,"Houston Christian Huskies",29,18,32.4,18.2,1.01,18,8.8,9.2,48.9,48.9,0.05,4.8,48.9,18,8.8,9.2,48.9,0,0,0,,0
289,"George Mason Patriots",31,23.6,40.2,23.8,1.01,23.6,11.5,12.1,48.6,48.6,0.06,6,48.6,23.6,11.5,12.1,48.6,0,0,0,,0
292,"Marist Red Foxes",30,19.5,35.2,19.7,1.009,19.5,9.4,10.1,48.2,48.2,0.07,6.7,48.2,19.5,9.4,10.1,48.2,0,0,0,,0
293,"Prairie View A&M Panthers",30,20.8,33.4,21,1.008,20.8,10.1,10.7,48.4,48.4,0.07,6.7,48.4,20.8,10.1,10.7,48.4,0,0,0,,0
294,"Niagara Purple Eagles",31,25.7,37.6,25.9,1.006,25.7,12.5,13.2,48.8,48.8,0.05,4.5,48.8,25.7,12.5,13.2,48.8,0,0,0,,0
295,"N.J.I.T. Highlanders",31,23.6,43.2,23.7,1.004,23.6,11.5,12.2,48.6,48.6,0.05,5.3,48.6,23.6,11.5,12.2,48.6,0,0,0,,0
296,"Tarleton State Texans",29,20.7,36.6,20.8,1.003,20.7,10.2,10.6,49.1,49.1,0.04,4,49.1,20.7,10.2,10.6,49.1,0,0,0,,0
297,"San Francisco Dons",32,26.3,41.6,26.4,1.002,26.3,12.7,13.6,48.3,48.3,0.05,5.1,48.3,26.3,12.7,13.6,48.3,0,0,0,,0
298,"Manhattan Jaspers",33,24,39.2,24,1,24,11.5,12.4,48.2,48.2,0.04,4.4,48.2,24,11.5,12.4,48.2,0,0,0,,0
298,"Memphis Tigers",33,22.6,35.8,22.6,1,22.6,10.9,11.8,48.1,48.1,0.07,6.6,48.1,22.6,10.9,11.8,48.1,0,0,0,,0
298,"SIU Edwardsville Cougars",31,20.1,33.9,20.1,1,20.1,9.7,10.4,48.2,48.2,0.05,4.8,48.2,20.1,9.7,10.4,48.2,0,0,0,,0
298,"Hofstra Pride",32,20,35.9,20,1,20,9.7,10.3,48.5,48.5,0.05,4.5,48.5,20,9.7,10.3,48.5,0,0,0,,0
298,"Houston Cougars",31,24.6,37.3,24.6,1,24.6,11.9,12.7,48.5,48.5,0.05,5.2,48.5,24.6,11.9,12.7,48.5,0,0,0,,0
