sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
190,"Marquette Golden Eagles",32,723,38.2,869,1.202,723,418,305,57.8,57.8,0.06,5.5,57.8,723,418,305,57.8,0,0,0,,0
190,"San Diego Toreros",31,723,40.3,778,1.076,723,375,348,51.9,51.9,0.05,5.4,51.9,723,375,348,51.9,0,0,0,,0
192,"North Florida Ospreys",30,722,40.9,813,1.126,722,395,327,54.7,54.7,0.04,4.4,54.7,722,395,327,54.7,0,0,0,,0
193,"UMKC Kangaroos",32,721,37,795,1.103,721,386,335,53.5,53.5,0.05,5.1,53.5,721,386,335,53.5,0,0,0,,0
193,"Merrimack Warriors",31,721,40.1,689,0.956,721,336,385,46.6,46.6,0.05,4.9,46.6,721,336,385,46.6,0,0,0,,0
195,"George Mason Patriots",31,720,36.2,756,1.05,720,364,356,50.6,50.6,0.06,5.8,50.6,720,364,356,50.6,0,0,0,,0
195,"Eastern Illinois Panthers",33,720,36.5,841,1.168,720,403,317,56,56,0.07,6.5,56,720,403,317,56,0,0,0,,0
197,"Minnesota Golden Gophers",36,719,31.6,864,1.202,719,417,302,58,58,0.07,6.7,58,719,417,302,58,0,0,0,,0
198,"North Carolina Tar Heels",33,718,35.4,828,1.153,718,402,316,56,56,0.05,5.4,56,718,402,316,56,0,0,0,,0
198,"UTEP Miners",30,718,41.7,814,1.134,718,390,328,54.3,54.3,0.08,7.8,54.3,718,390,328,54.3,0,0,0,,0
200,"Pittsburgh Panthers",32,717,38.4,771,1.075,717,373,344,52,52,0.06,5.9,52,717,373,344,52,0,0,0,,0
201,"Tennessee Tech Golden Eagles",32,716,37.6,801,1.119,716,377,339,52.7,52.7,0.07,7.3,52.7,716,377,339,52.7,0,0,0,,0
201,"Brown Bears",27,716,44.9,748,1.045,716,364,352,50.8,50.8,0.05,5.4,50.8,716,364,352,50.8,0,0,0,,0
203,"North Alabama Lions",30,715,40.2,832,1.164,715,402,313,56.2,56.2,0.06,5.7,56.2,715,402,313,56.2,0,0,0,,0
204,"USC Upstate Spartans",32,712,40.8,696,0.978,712,336,376,47.2,47.2,0.05,4.8,47.2,712,336,376,47.2,0,0,0,,0
205,"Villanova Wildcats",35,710,33,777,1.094,710,380,330,53.5,53.5,0.04,3.7,53.5,710,380,330,53.5,0,0,0,,0
206,"UC Irvine Anteaters",32,708,37.4,830,1.172,708,401,307,56.6,56.6,0.05,5.4,56.6,708,401,307,56.6,0,0,0,,0
207,"Chattanooga Mocs",34,707,40.7,790,1.117,707,377,330,53.3,53.3,0.07,7.4,53.3,707,377,330,53.3,0,0,0,,0
208,"Utah State Aggies",30,704,43.3,681,0.967,704,329,375,46.7,46.7,0.04,4,46.7,704,329,375,46.7,0,0,0,,0
208,"Furman Paladins",31,704,38.1,763,1.084,704,368,336,52.3,52.3,0.05,5.1,52.3,704,368,336,52.3,0,0,0,,0
208,"Elon Phoenix",32,704,37.5,663,0.942,704,323,381,45.9,45.9,0.05,4.7,45.9,704,323,381,45.9,0,0,0,,0
211,"Utah Valley Wolverines",29,703,41.8,715,1.017,703,348,355,49.5,49.5,0.05,4.8,49.5,703,348,355,49.5,0,0,0,,0
211,"Bowling Green Falcons",31,703,40.1,799,1.137,703,388,315,55.2,55.2,0.06,5.7,55.2,703,388,315,55.2,0,0,0,,0
213,"Nicholls State Colonels",32,702,36.4,714,1.017,702,345,357,49.1,49.1,0.05,4.6,49.1,702,345,357,49.1,0,0,0,,0
214,"North Dakota Fighting Hawks",30,701,37.3,752,1.073,701,359,342,51.2,51.2,0.06,6.4,51.2,701,359,342,51.2,0,0,0,,0
215,"Charleston Southern Buccaneers",30,699,38.8,736,1.053,699,358,341,51.2,51.2,0.05,5,51.2,699,358,341,51.2,0,0,0,,0
216,"Liberty Flames",34,698,35.3,807,1.156,698,390,308,55.9,55.9,0.06,6,55.9,698,390,308,55.9,0,0,0,,0
217,"UC Riverside Highlanders",32,697,36.9,695,0.997,697,339,358,48.6,48.6,0.04,3.7,48.6,697,339,358,48.6,0,0,0,,0
218,"Abilene Christian Wildcats",30,696,38.4,771,1.108,696,369,327,53,53,0.06,5.9,53,696,369,327,53,0,0,0,,0
219,"Eastern Michigan Eagles",29,695,41.3,693,0.997,695,334,361,48.1,48.1,0.05,5.3,48.1,695,334,361,48.1,0,0,0,,0
220,"Charlotte 49ers",31,693,39.7,691,0.997,693,335,358,48.3,48.3,0.04,4,48.3,693,335,358,48.3,0,0,0,,0
220,"Montana State Bobcats",33,693,37.5,650,0.938,693,314,379,45.3,45.3,0.05,4.8,45.3,693,314,379,45.3,0,0,0,,0
222,"Florida A&M Rattlers",30,692,40,683,0.987,692,333,359,48.1,48.1,0.04,3.6,48.1,692,333,359,48.1,0,0,0,,0
223,"Lipscomb Bisons",30,691,37.4,704,1.019,691,342,349,49.5,49.5,0.05,4.9,49.5,691,342,349,49.5,0,0,0,,0
224,"Loyola Marymount Lions",30,690,39.9,717,1.039,690,346,344,50.1,50.1,0.04,4.2,50.1,690,346,344,50.1,0,0,0,,0
224,"Western Illinois Leathernecks",30,690,38.2,723,1.048,690,346,344,50.1,50.1,0.06,6.4,50.1,690,346,344,50.1,0,0,0,,0
226,"Loyola (MD) Greyhounds",31,688,41.2,785,1.141,688,381,307,55.4,55.4,0.05,5.4,55.4,688,381,307,55.4,0,0,0,,0
227,"Middle Tennessee State Blue Raiders",35,687,33.9,829,1.207,687,400,287,58.2,58.2,0.06,5.7,58.2,687,400,287,58.2,0,0,0,,0
227,"Western Carolina Lady Catamounts",30,687,42.4,735,1.07,687,354,333,51.5,51.5,0.05,5.2,51.5,687,354,333,51.5,0,0,0,,0
229,"Boston University Terriers",32,683,40.9,776,1.136,683,376,307,55.1,55.1,0.05,4.8,55.1,683,376,307,55.1,0,0,0,,0
230,"Incarnate Word Cardinals",30,682,38.9,746,1.094,682,355,327,52.1,52.1,0.07,7,52.1,682,355,327,52.1,0,0,0,,0
231,"UC Davis Aggies",34,681,35.9,769,1.129,681,373,308,54.8,54.8,0.05,4.7,54.8,681,373,308,54.8,0,0,0,,0
231,"Alcorn State Braves",32,681,38.6,682,1.001,681,326,355,47.9,47.9,0.06,6.5,47.9,681,326,355,47.9,0,0,0,,0
231,"San Jose State Spartans",31,681,39.6,739,1.085,681,359,322,52.7,52.7,0.04,3.8,52.7,681,359,322,52.7,0,0,0,,0
234,"Florida Atlantic Owls",30,677,41.3,696,1.028,677,341,336,50.4,50.4,0.04,3.7,50.4,677,341,336,50.4,0,0,0,,0
234,"Houston Cougars",30,677,34.8,751,1.109,677,357,320,52.7,52.7,0.08,8,52.7,677,357,320,52.7,0,0,0,,0
236,"Jacksonville Dolphins",31,676,39.8,718,1.062,676,343,333,50.7,50.7,0.07,6.8,50.7,676,343,333,50.7,0,0,0,,0
236,"Southern Indiana Screaming Eagles",32,676,36.1,772,1.142,676,372,304,55,55,0.05,5.5,55,676,372,304,55,0,0,0,,0
238,"Longwood Lancers",29,674,38.9,685,1.016,674,327,347,48.5,48.5,0.07,7.3,48.5,674,327,347,48.5,0,0,0,,0
238,"Wisconsin-(Green Bay) Phoenix",34,674,34.2,857,1.272,674,414,260,61.4,61.4,0.06,5.9,61.4,674,414,260,61.4,0,0,0,,0
240,"Texas A&M-(Commerce) Lions",31,672,33,647,0.963,672,313,359,46.6,46.6,0.05,4.8,46.6,672,313,359,46.6,0,0,0,,0
240,"Hofstra Pride",32,672,37.4,607,0.903,672,298,374,44.3,44.3,0.03,3.3,44.3,672,298,374,44.3,0,0,0,,0
242,"Bryant University Bulldogs",30,671,40.2,743,1.107,671,357,314,53.2,53.2,0.08,7.9,53.2,671,357,314,53.2,0,0,0,,0
243,"Northwestern Wildcats",30,670,37.1,713,1.064,670,345,325,51.5,51.5,0.05,4.9,51.5,670,345,325,51.5,0,0,0,,0
243,"Arkansas State Red Wolves",30,670,38.5,726,1.084,670,347,323,51.8,51.8,0.07,6.7,51.8,670,347,323,51.8,0,0,0,,0
245,"Western Michigan Broncos",30,668,39.8,712,1.066,668,346,322,51.8,51.8,0.05,5.2,51.8,668,346,322,51.8,0,0,0,,0
246,"William & Mary Tribe",29,667,39.9,710,1.064,667,344,323,51.6,51.6,0.05,4.9,51.6,667,344,323,51.6,0,0,0,,0
246,"American University Eagles",30,667,39,735,1.102,667,355,312,53.2,53.2,0.06,5.5,53.2,667,355,312,53.2,0,0,0,,0
248,"Towson Tigers",31,665,33.3,694,1.044,665,335,330,50.4,50.4,0.06,5.9,50.4,665,335,330,50.4,0,0,0,,0
248,"Oregon Ducks",32,665,36.5,696,1.047,665,335,330,50.4,50.4,0.06,5.9,50.4,665,335,330,50.4,0,0,0,,0
248,"North Carolina-Wilmington Seahawks",30,665,37.9,580,0.872,665,280,385,42.1,42.1,0.05,4.5,42.1,665,280,385,42.1,0,0,0,,0
251,"Maryland-Eastern Shore Hawks",29,664,37.6,695,1.047,664,337,327,50.8,50.8,0.05,4.5,50.8,664,337,327,50.8,0,0,0,,0
252,"Northern Illinois Huskies",31,661,35.7,680,1.029,661,331,330,50.1,50.1,0.05,4.8,50.1,661,331,330,50.1,0,0,0,,0
252,"St. John's Red Storm",33,661,38.2,739,1.118,661,353,308,53.4,53.4,0.07,6.8,53.4,661,353,308,53.4,0,0,0,,0
254,"San Diego State Aztecs",35,660,32.1,695,1.053,660,335,325,50.8,50.8,0.05,5.2,50.8,660,335,325,50.8,0,0,0,,0
255,"Wisconsin-(Milwaukee) Panthers",32,659,36.7,770,1.168,659,366,293,55.5,55.5,0.07,7.3,55.5,659,366,293,55.5,0,0,0,,0
255,"Central Michigan Chippewas",28,659,39.3,714,1.083,659,346,313,52.5,52.5,0.06,5.8,52.5,659,346,313,52.5,0,0,0,,0
257,"Southeastern Louisiana Lions",31,657,35.5,751,1.143,657,362,295,55.1,55.1,0.06,6.2,55.1,657,362,295,55.1,0,0,0,,0
258,"Sam Houston State Bearkats",29,655,35.7,586,0.895,655,283,372,43.2,43.2,0.06,5.5,43.4,655,283,372,43.2,0,0,0,,0
259,"Wagner Seahawks",28,654,42.2,615,0.94,654,299,355,45.7,45.7,0.05,5.2,45.7,654,299,355,45.7,0,0,0,,0
260,"Montana Lady Griz",33,653,33.2,688,1.054,653,328,325,50.2,50.2,0.06,6.3,50.2,653,328,325,50.2,0,0,0,,0
260,"Sacramento State Hornets",31,653,38.5,610,0.934,653,297,356,45.5,45.5,0.04,3.5,45.5,653,297,356,45.5,0,0,0,,0
262,"Saint Peter's Peacocks",30,652,43.8,614,0.942,652,296,356,45.4,45.4,0.05,4.9,45.4,652,296,356,45.4,0,0,0,,0
262,"Mercer Bears",32,652,32.1,684,1.049,652,330,322,50.6,50.6,0.05,4.6,50.6,652,330,322,50.6,0,0,0,,0
262,"Syracuse Orange",32,652,30.8,744,1.141,652,362,290,55.5,55.5,0.06,6.3,55.5,652,362,290,55.5,0,0,0,,0
265,"Butler Bulldogs",32,651,36.8,679,1.043,651,328,323,50.4,50.4,0.05,4.9,50.4,651,328,323,50.4,0,0,0,,0
266,"New Mexico State Aggies",31,650,37,665,1.023,650,324,326,49.8,49.8,0.05,5.1,49.8,650,324,326,49.8,0,0,0,,0
267,"Le Moyne Dolphins",33,646,34.1,669,1.036,646,322,324,49.8,49.8,0.05,5.1,49.8,646,322,324,49.8,0,0,0,,0
267,"Davidson Wildcats",26,646,44.7,723,1.119,646,350,296,54.2,54.2,0.05,5.3,54.2,646,350,296,54.2,0,0,0,,0
269,"Lamar Cardinals",31,645,35.1,756,1.172,645,368,277,57.1,57.1,0.05,5.1,57.1,645,368,277,57.1,0,0,0,,0
269,"George Washington Revolutionaries",31,645,36.2,593,0.919,645,287,358,44.5,44.5,0.04,4,44.5,645,287,358,44.5,0,0,0,,0
271,"Morgan State Bears",30,642,35.7,633,0.986,642,307,335,47.8,47.8,0.05,4.7,47.8,642,307,335,47.8,0,0,0,,0
272,"Southern University Jaguars",30,641,36.8,658,1.027,641,318,323,49.6,49.6,0.05,5.5,49.6,641,318,323,49.6,0,0,0,,0
272,"Colgate Raiders",34,641,34.6,687,1.072,641,330,311,51.5,51.5,0.06,6.4,51.5,641,330,311,51.5,0,0,0,,0
272,"Bellarmine Knights",29,641,35,660,1.03,641,320,321,49.9,49.9,0.05,4.5,49.9,641,320,321,49.9,0,0,0,,0
275,"Jacksonville State Gamecocks",29,640,36.8,644,1.006,640,310,330,48.4,48.4,0.05,5.5,48.4,640,310,330,48.4,0,0,0,,0
276,"Hampton Pirates",29,639,38.3,540,0.845,639,260,379,40.7,40.7,0.06,5.6,40.7,639,260,379,40.7,0,0,0,,0
277,"Northwestern State Demons",30,637,37.6,652,1.024,637,314,323,49.3,49.3,0.06,5.7,49.5,637,314,323,49.3,0,0,0,,0
277,"Georgia Lady Bulldogs",30,637,35.1,721,1.132,637,346,291,54.3,54.3,0.07,7.1,54.3,637,346,291,54.3,0,0,0,,0
279,"TCU Horned Frogs",32,636,34.7,761,1.197,636,365,271,57.4,57.4,0.06,6.4,57.4,636,365,271,57.4,0,0,0,,0
279,"Harvard Crimson",28,636,37.6,723,1.137,636,349,287,54.9,54.9,0.05,4.7,54.9,636,349,287,54.9,0,0,0,,0
279,"Army Black Knights",29,636,36.7,609,0.958,636,292,344,45.9,45.9,0.06,5.5,45.9,636,292,344,45.9,0,0,0,,0
282,"Western Kentucky Hilltoppers",32,635,33.1,668,1.052,635,323,312,50.9,50.9,0.05,4.9,50.9,635,323,312,50.9,0,0,0,,0
282,"Pepperdine Waves",30,635,38.3,660,1.039,635,323,312,50.9,50.9,0.05,4.9,50.9,635,323,312,50.9,0,0,0,,0
284,"Princeton Tigers",30,634,35.1,766,1.208,634,371,263,58.5,58.5,0.06,5.7,58.5,634,371,263,58.5,0,0,0,,0
285,"SIU Edwardsville Cougars",31,633,34.7,641,1.013,633,304,329,48,48,0.07,6.8,48,633,304,329,48,0,0,0,,0
286,"South Florida Bulls",33,632,31.9,703,1.112,632,343,289,54.3,54.3,0.04,4,54.3,632,343,289,54.3,0,0,0,,0
287,"UC Santa Barbara Gauchos",31,630,35.8,694,1.102,630,338,292,53.7,53.7,0.04,4.3,53.7,630,338,292,53.7,0,0,0,,0
287,"Cal State Northridge Matadors",30,630,35.8,593,0.941,630,287,343,45.6,45.6,0.05,4.9,45.6,630,287,343,45.6,0,0,0,,0
287,"Massachusetts Minutewomen",32,630,34.9,678,1.076,630,333,297,52.9,52.9,0.03,3.3,52.9,630,333,297,52.9,0,0,0,,0
287,"Tennessee-Martin Skyhawks",33,630,36.7,685,1.087,630,327,303,51.9,51.9,0.07,6.8,51.9,630,327,303,51.9,0,0,0,,0
287,"Cornell Big Red",26,630,43,599,0.951,630,289,341,45.9,45.9,0.05,4.6,45.9,630,289,341,45.9,0,0,0,,0
292,"Air Force Falcons",32,629,31.8,616,0.979,629,297,332,47.2,47.2,0.05,5.4,47.2,629,297,332,47.2,0,0,0,,0
292,"Siena Saints",30,629,33.9,764,1.215,629,371,258,59,59,0.05,4.9,59,629,371,258,59,0,0,0,,0
294,"Winthrop Eagles",30,628,37.5,630,1.003,628,308,320,49,49,0.03,3.2,49,628,308,320,49,0,0,0,,0
295,"Canisius Golden Griffins",31,622,36.4,675,1.085,622,327,295,52.6,52.6,0.06,5.6,52.6,622,327,295,52.6,0,0,0,,0
296,"Oklahoma State Cowgirls",30,619,35.6,757,1.223,619,367,252,59.3,59.3,0.06,6.1,59.3,619,367,252,59.3,0,0,0,,0
297,"Howard Bison",31,618,34.4,566,0.916,618,275,343,44.5,44.5,0.05,5.3,44.5,618,275,343,44.5,0,0,0,,0
298,"Saint Francis (PA) Red Flash",30,617,37,617,1,617,302,315,48.9,48.9,0.04,3.9,48.9,617,302,315,48.9,0,0,0,,0
298,"Pennsylvania Quakers",28,617,37.6,678,1.099,617,326,291,52.8,52.8,0.06,5.5,52.8,617,326,291,52.8,0,0,0,,0
298,"Rider Broncs",31,617,38.3,625,1.013,617,300,317,48.6,48.6,0.05,5.3,48.6,617,300,317,48.6,0,0,0,,0
301,"Drexel Dragons",34,616,32.1,662,1.075,616,324,292,52.6,52.6,0.04,3.7,52.6,616,324,292,52.6,0,0,0,,0
302,"Massachusetts Lowell",29,615,38.6,611,0.993,615,293,322,47.6,47.6,0.06,6.3,47.6,615,293,322,47.6,0,0,0,,0
302,"Louisiana-(Lafayette) Ragin Cajuns",33,615,33.5,652,1.06,615,313,302,50.9,50.9,0.06,6,50.9,615,313,302,50.9,0,0,0,,0
304,"Coppin State Eagles",30,614,36.3,598,0.974,614,287,327,46.7,46.7,0.07,6.8,46.7,614,287,327,46.7,0,0,0,,0
305,"Idaho State Bengals",30,613,34.5,591,0.964,613,288,325,47,47,0.04,3.9,47,613,288,325,47,0,0,0,,0
305,"Hawaii Warriors",31,613,37.7,636,1.038,613,309,304,50.4,50.4,0.05,5.1,50.4,613,309,304,50.4,0,0,0,,0
307,"Lehigh Mountain Hawks",30,612,36.3,770,1.258,612,367,245,60,60,0.08,7.8,60,612,367,245,60,0,0,0,,0
308,"New Hampshire Wildcats",29,611,37.3,565,0.925,611,276,335,45.2,45.2,0.03,3.1,45.2,611,276,335,45.2,0,0,0,,0
309,"Denver Pioneers",30,610,36,689,1.13,610,332,278,54.4,54.4,0.05,5.4,54.4,610,332,278,54.4,0,0,0,,0
309,"Manhattan Jaspers",30,610,37.9,688,1.128,610,335,275,54.9,54.9,0.04,4.4,54.9,610,335,275,54.9,0,0,0,,0
311,"Binghamton Bearcats",31,609,35.2,690,1.133,609,334,275,54.8,54.8,0.04,4.4,54.8,609,334,275,54.8,0,0,0,,0
312,"UC San Diego Tritons",31,606,34.6,598,0.987,606,291,315,48,48,0.03,3.5,48,606,291,315,48,0,0,0,,0
312,"Wofford Terriers",30,606,31.9,615,1.015,606,299,307,49.3,49.3,0.05,4.8,49.3,606,299,307,49.3,0,0,0,,0
314,"St. Bonaventure Bonnies",30,603,37,598,0.992,603,288,315,47.8,47.8,0.05,4.8,47.8,603,288,315,47.8,0,0,0,,0
314,"South Alabama Jaguars",32,603,32.7,615,1.02,603,299,304,49.6,49.6,0.04,4,49.6,603,299,304,49.6,0,0,0,,0
316,"Long Island University Sharks",30,602,36.1,633,1.051,602,304,298,50.5,50.5,0.06,6.5,50.5,602,304,298,50.5,0,0,0,,0
317,"North Carolina-Asheville Bulldogs",31,601,31.6,581,0.967,601,281,320,46.8,46.8,0.05,4.8,46.8,601,281,320,46.8,0,0,0,,0
317,"Central Connecticut State Blue Devils",30,601,34.4,617,1.027,601,299,302,49.8,49.8,0.05,5,49.8,601,299,302,49.8,0,0,0,,0
319,"Southeast Missouri State Redhawks",29,600,34.8,646,1.077,600,309,291,51.5,51.5,0.07,6.5,51.5,600,309,291,51.5,0,0,0,,0
320,"Louisiana Tech Lady Techsters",33,599,32.6,644,1.075,599,311,288,51.9,51.9,0.06,6.2,51.9,599,311,288,51.9,0,0,0,,0
320,"Saint Mary's Gaels",31,599,37,700,1.169,599,339,260,56.6,56.6,0.05,4.7,56.6,599,339,260,56.6,0,0,0,,0
322,"Tulane Green Wave",32,597,32.9,725,1.214,597,350,247,58.6,58.6,0.06,6.2,58.6,597,350,247,58.6,0,0,0,,0
323,"Cal State Fullerton Titans",31,595,34.1,644,1.082,595,312,283,52.4,52.4,0.05,4.5,52.4,595,312,283,52.4,0,0,0,,0
324,"Texas Southern Tigers",29,593,33.9,592,0.998,593,288,305,48.6,48.6,0.05,4.7,48.6,593,288,305,48.6,0,0,0,,0
325,"Yale Bulldogs",27,591,36.4,655,1.108,591,315,276,53.3,53.3,0.05,5.4,53.3,591,315,276,53.3,0,0,0,,0
326,"East Tennessee State Buccaneers",30,588,36.4,627,1.066,588,304,284,51.7,51.7,0.05,4.8,51.7,588,304,284,51.7,0,0,0,,0
327,"Navy Midshipmen",31,585,30.4,620,1.06,585,301,284,51.5,51.5,0.04,4.4,51.5,585,301,284,51.5,0,0,0,,0
328,"Bradley Braves",32,583,32.7,636,1.091,583,304,279,52.1,52.1,0.07,6.9,52.1,583,304,279,52.1,0,0,0,,0
328,"Southern Utah Thunderbirds",30,583,31.9,694,1.19,583,336,247,57.6,57.6,0.07,6.7,57.6,583,336,247,57.6,0,0,0,,0
330,"Alabama State Hornets",29,579,36.7,561,0.969,579,270,309,46.6,46.6,0.06,5.5,46.6,579,270,309,46.6,0,0,0,,0
330,"Quinnipiac Bobcats",31,579,34,661,1.142,579,321,258,55.4,55.4,0.05,4.7,55.4,579,321,258,55.4,0,0,0,,0
332,"Alabama A&M Bulldogs",30,575,32.4,618,1.075,575,300,275,52.2,52.2,0.05,5.2,52.2,575,300,275,52.2,0,0,0,,0
333,"Queens University of Charlotte Royals",29,573,31.6,590,1.03,573,278,295,48.5,48.5,0.08,7.9,48.5,573,278,295,48.5,0,0,0,,0
334,"Tarleton State Texans",31,572,32.1,579,1.012,572,278,294,48.6,48.6,0.06,5.8,48.6,572,278,294,48.6,0,0,0,,0
335,"South Carolina State Bulldogs",29,570,39.7,513,0.9,570,250,320,43.9,43.9,0.05,4.6,43.9,570,250,320,43.9,0,0,0,,0
336,"Marist Red Foxes",31,564,32.2,532,0.943,564,256,308,45.4,45.4,0.05,5.1,45.4,564,256,308,45.4,0,0,0,,0
337,"Gardner-Webb Runnin Bulldogs",30,563,30.7,588,1.044,563,282,281,50.1,50.1,0.06,5.9,50.1,563,282,281,50.1,0,0,0,,0
337,"Fairleigh Dickinson Knights",31,563,32.1,569,1.011,563,278,285,49.4,49.4,0.04,4.1,49.4,563,278,285,49.4,0,0,0,,0
339,"Bucknell Bison",31,562,35.2,592,1.053,562,282,280,50.2,50.2,0.07,7.5,50.2,562,282,280,50.2,0,0,0,,0
339,"Arkansas-(Little Rock) Trojans",30,562,34.6,610,1.085,562,295,267,52.5,52.5,0.06,6,52.5,562,295,267,52.5,0,0,0,,0
341,"Chicago State Cougars",27,554,33.7,545,0.984,554,264,290,47.7,47.7,0.04,4.2,47.7,554,264,290,47.7,0,0,0,,0
341,"Houston Christian Huskies",29,554,35.6,531,0.958,554,260,294,46.9,46.9,0.03,2.9,46.9,554,260,294,46.9,0,0,0,,0
343,"Creighton Bluejays",32,552,28.7,715,1.295,552,342,210,62,62,0.07,6.7,62,552,342,210,62,0,0,0,,0
344,"Mount St. Mary's Mountaineers",31,551,31.3,585,1.062,551,282,269,51.2,51.2,0.05,4.7,51.2,551,282,269,51.2,0,0,0,,0
345,"Miami (OH) RedHawks",30,547,33.8,578,1.057,547,280,267,51.2,51.2,0.06,5.9,51.2,547,280,267,51.2,0,0,0,,0
346,"Samford Bulldogs",30,546,33.1,542,0.993,546,264,282,48.4,48.4,0.05,4.6,48.4,546,264,282,48.4,0,0,0,,0
347,"La Salle Explorers",30,543,30.1,519,0.956,543,248,295,45.7,45.7,0.07,6.8,45.7,543,248,295,45.7,0,0,0,,0
348,"Robert Morris Colonials",30,535,30.3,530,0.991,535,257,278,48,48,0.04,4.3,48,535,257,278,48,0,0,0,,0
349,"Lindenwood University Lions",28,528,31.5,573,1.085,528,275,253,52.1,52.1,0.06,6.4,52.1,528,275,253,52.1,0,0,0,,0
350,"Portland State Vikings",31,527,31.7,526,0.998,527,258,269,49,49,0.03,3.2,49,527,258,269,49,0,0,0,,0
351,"Stonehill College Skyhawks",30,525,31.2,529,1.008,525,259,266,49.3,49.3,0.04,3.6,49.3,525,259,266,49.3,0,0,0,,0
351,"Lafayette Leopards",30,525,32.6,577,1.099,525,279,246,53.1,53.1,0.06,5.9,53.1,525,279,246,53.1,0,0,0,,0
353,"Delaware State Hornets",27,524,33.5,520,0.992,524,247,277,47.1,47.1,0.07,6.7,47.1,524,247,277,47.1,0,0,0,,0
354,"Virginia Tech Hokies",33,509,24.7,665,1.306,509,319,190,62.7,62.7,0.07,6.9,62.7,509,319,190,62.7,0,0,0,,0
355,"Xavier Musketeers",28,508,34.6,505,0.994,508,244,264,48,48,0.05,4.9,48,508,244,264,48,0,0,0,,0
356,"Texas-(Rio Grande Valley) Vaqueros",29,506,29.5,475,0.939,506,229,277,45.3,45.3,0.05,4.9,45.3,506,229,277,45.3,0,0,0,,0
356,"Iona Gaels",30,506,31.6,519,1.026,506,248,258,49,49,0.06,5.9,49,506,248,258,49,0,0,0,,0
358,"Colorado State Rams",31,504,27.9,624,1.238,504,302,202,59.9,59.9,0.06,5.6,59.9,504,302,202,59.9,0,0,0,,0
359,"Northeastern Huskies",27,501,35.3,543,1.084,501,263,238,52.5,52.5,0.05,5.2,52.5,501,263,238,52.5,0,0,0,,0
360,"Dartmouth Big Green",26,497,36.9,463,0.932,497,223,274,44.9,44.9,0.05,5,44.9,497,223,274,44.9,0,0,0,,0
361,"Cal State Bakersfield Roadrunners",29,488,28.5,493,1.01,488,238,250,48.8,48.8,0.05,5.3,48.8,488,238,250,48.8,0,0,0,,0
