Date,Opponent,Result,Attendance,GameID
11/25/2023,"('@ Portland St.', '/teams/561021')",L 68-75,"('379', None)",3972930
11/29/2023,"('Utah Valley', '/teams/560563')",W 58-48,"('302', None)",3973313
12/02/2023,"('@ Southern Utah', '/teams/561114')",L 56-83,"('341', None)",3973729
12/11/2023,"('San Diego St.', '/teams/561070')",L 61-69,"('737', None)",3975014
12/19/2023,"('UTSA', '/teams/561159')",L 64-75,"('339', None)",3975711
12/31/2023,"('@ Arizona', '/teams/560595')",L 52-89,"('7,500', None)",3976489
01/04/2024,"('@ Utah Tech', '/teams/561169')",L 65-81,"('405', None)",3976969
01/06/2024,"('@ California Baptist', '/teams/560570')",L 79-94,"('421', None)",3977082
01/11/2024,"('UTRGV', '/teams/561011')",L 77-84,"('262', None)",3977834
01/13/2024,"('UT Arlington', '/teams/561153')",L 54-72,"('383', None)",3978065
01/18/2024,"('SFA', '/teams/561125')",L 66-82,"('286', None)",3978932
01/20/2024,"('@ Grand Canyon', '/teams/561248')",L 73-84 (2 OT),"('602', None)",3979283
01/27/2024,"('@ Utah Valley', '/teams/560563')",L 56-59,"('567', None)",3980287
02/01/2024,"('Grand Canyon', '/teams/561248')",L 40-53,"('262', None)",3980973
02/03/2024,"('California Baptist', '/teams/560570')",L 77-86,"('375', None)",3981102
02/08/2024,"('@ Abilene Christian', '/teams/560574')",L 63-82,"('1,151', None)",3981978
02/10/2024,"('@ Tarleton St.', '/teams/560568')",W 61-57,"('618', None)",3982400
02/15/2024,"('Southern Utah', '/teams/561114')",W 75-71,"('294', None)",3982865
02/17/2024,"('Utah Tech', '/teams/561169')",L 75-89,"('280', None)",3983129
02/22/2024,"('@ SFA', '/teams/561125')",L 62-87,"('1,585', None)",3983740
02/24/2024,"('@ UTRGV', '/teams/561011')",W 82-75,"('421', None)",3984002
02/29/2024,"('@ UT Arlington', '/teams/561153')",W 81-77,"('1,025', None)",3984291
03/07/2024,"('Abilene Christian', '/teams/560574')",W 59-54,"('239', None)",3984648
03/09/2024,"('Tarleton St.', '/teams/560568')",L 57-62,"('701', None)",3984699
11/06/2023,"('@ Oregon St.', '/teams/561005')",L 74-85,"('3,305', None)",3970202
11/08/2023,"('@ Oregon', '/teams/561007')",L 60-86,"('5,020', None)",3970430
11/18/2023,"('Tex. A&M-Texarkana', None)",W 118-51,"('658', None)",4471863
11/24/2023,"('Tulsa @Houston, TX (23-24 WBB Van Chancellor Classic)', '/teams/561173')",L 79-90 (1 OT),"('324', None)",3972794
11/25/2023,"('Mississippi St. @Houston, TX (23-24 WBB Van Chancellor Classic)', '/teams/560902')",L 68-77,"('545', None)",3972824
11/26/2023,"('Clemson @Houston, TX (23-24 WBB Van Chancellor Classic)', '/teams/560679')",L 66-92,"('217', None)",3973043
11/28/2023,"('@ Arkansas St.', '/teams/560597')",L 65-85,"('2,959', None)",3973204
12/01/2023,"('Ark. Baptist', None)",W 103-35,"('1,462', None)",4472403
12/04/2023,"('@ SMU', '/teams/561107')",W 78-76,"('969', None)",3974153
12/06/2023,"('@ North Texas', '/teams/560969')",L 66-73,"('2,319', None)",3974311
12/10/2023,"('@ Arkansas', '/teams/560599')",W 74-70,"('3,330', None)",3974956
12/21/2023,"('Ole Miss', '/teams/560906')",L 47-62,"('2,246', None)",3975952
12/31/2023,"('@ McNeese', '/teams/560882')",W 103-87,"('1,693', None)",3976508
01/06/2024,"('Alabama A&M', '/teams/560578')",W 75-67,"('1,145', None)",3995861
01/08/2024,"('Alabama St.', '/teams/560580')",W 85-52,"('1,103', None)",3977084
01/13/2024,"('@ Texas Southern', '/teams/561149')",L 80-85,"('346', None)",3978443
01/20/2024,"('Florida A&M', '/teams/560749')",W 85-62,"('1,281', None)",3979106
01/22/2024,"('Bethune-Cookman', '/teams/560613')",L 70-73,"('1,346', None)",3979566
01/27/2024,"('@ Southern U.', '/teams/561111')",W 74-59,"('3,764', None)",3980427
01/29/2024,"('@ Grambling', '/teams/560778')",W 56-49,"('1,133', None)",3980564
02/03/2024,"('@ Mississippi Val.', '/teams/560904')",W 76-60,"('1,409', None)",3981496
