,poss,1,-1,2,-2,3,-3,4,-4,5,-5,6,-6,7,-7,8,-8,9,-9,10,-10,11,-11,12,-12,13,-13,14,-14,15,-15,16,-16,17,-17,18,-18,19,-19
Ally Knights,33.5,1.0,1.0,2.0,3.0,12.0,17.0,5.0,3.0,5.0,8.0,3.0,6.0,5.0,7.0,3.0,7.0,13.0,16.0,12.0,12.0,,1.0,3.0,5.0,9.0,6.0,,1.0,23.0,19.0,23.0,19.0,,1.0,2.0,1.0,2.0,
Zyheima Swint,39.0,1.0,1.0,1.0,3.0,15.0,16.0,5.0,3.0,7.0,9.0,4.0,7.0,4.0,8.0,2.0,6.0,13.0,19.0,13.0,13.0,1.0,,5.0,5.0,8.0,8.0,1.0,1.0,34.0,23.0,34.0,23.0,1.0,1.0,2.0,3.0,1.0,
Emma Von Essen,44.5,1.0,1.0,2.0,3.0,17.0,19.0,5.0,4.0,10.0,12.0,4.0,5.0,5.0,8.0,4.0,8.0,15.0,21.0,19.0,19.0,2.0,1.0,5.0,4.0,9.0,10.0,3.0,2.0,36.0,30.0,36.0,30.0,,1.0,3.0,6.0,3.0,
Mary-Anna Asare,35.5,1.0,1.0,3.0,1.0,13.0,13.0,3.0,7.0,10.0,7.0,4.0,3.0,7.0,4.0,7.0,2.0,18.0,9.0,12.0,12.0,,1.0,3.0,6.0,10.0,6.0,1.0,1.0,20.0,23.0,20.0,23.0,2.0,1.0,4.0,1.0,,
Timaya Lewis-Eutsey,44.5,1.0,1.0,3.0,3.0,20.0,15.0,4.0,4.0,12.0,11.0,8.0,2.0,9.0,5.0,11.0,2.0,20.0,13.0,17.0,17.0,1.0,1.0,7.0,3.0,7.0,10.0,,1.0,24.0,27.0,24.0,27.0,3.0,2.0,7.0,3.0,,3.0
Mykel Parham,35.5,1.0,1.0,2.0,3.0,16.0,11.0,3.0,4.0,10.0,9.0,4.0,2.0,5.0,4.0,11.0,2.0,16.0,8.0,21.0,21.0,1.0,2.0,5.0,3.0,8.0,7.0,,,24.0,27.0,24.0,27.0,3.0,2.0,9.0,3.0,,3.0
Lucia Sotelo Miguez,25.0,1.0,1.0,2.0,1.0,13.0,12.0,3.0,2.0,6.0,5.0,3.0,3.0,4.0,3.0,5.0,2.0,13.0,11.0,11.0,11.0,,1.0,3.0,3.0,4.0,3.0,,2.0,12.0,27.0,12.0,27.0,1.0,,3.0,1.0,,1.0
Sarah Te-Biasu,44.5,1.0,1.0,1.0,3.0,18.0,15.0,6.0,6.0,14.0,9.0,6.0,4.0,7.0,7.0,11.0,4.0,20.0,13.0,20.0,20.0,1.0,1.0,7.0,4.0,9.0,10.0,1.0,2.0,27.0,38.0,27.0,38.0,2.0,1.0,6.0,2.0,,3.0
Tionna Baker,28.0,,,2.0,3.0,9.0,8.0,5.0,2.0,8.0,8.0,2.0,1.0,5.0,4.0,3.0,5.0,5.0,13.0,17.0,17.0,2.0,1.0,3.0,1.0,4.0,8.0,1.0,1.0,22.0,21.0,22.0,21.0,2.0,2.0,2.0,9.0,2.0,
Kayley Joseph-Bernard,15.5,,,1.0,3.0,6.0,4.0,3.0,2.0,4.0,5.0,1.0,2.0,2.0,4.0,2.0,3.0,3.0,7.0,4.0,4.0,1.0,,2.0,2.0,3.0,4.0,2.0,,15.0,11.0,15.0,11.0,,,,2.0,,
Selma Markisic,9.0,,,,,4.0,3.0,3.0,1.0,,3.0,,2.0,,1.0,1.0,2.0,2.0,6.0,3.0,3.0,,,1.0,1.0,2.0,1.0,,,7.0,5.0,7.0,5.0,1.0,1.0,1.0,1.0,,
Onna Brown,17.5,,,1.0,2.0,6.0,5.0,3.0,1.0,4.0,6.0,,2.0,2.0,2.0,4.0,4.0,2.0,7.0,9.0,9.0,,,1.0,2.0,5.0,3.0,1.0,1.0,16.0,15.0,16.0,15.0,2.0,2.0,2.0,7.0,2.0,
Samantha Robinson,18.5,,,1.0,,7.0,9.0,1.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,,2.0,10.0,8.0,5.0,5.0,,,1.0,3.0,4.0,4.0,1.0,1.0,11.0,17.0,11.0,17.0,,,,,,
Zoli Khalil,14.0,,,,,4.0,6.0,1.0,2.0,5.0,4.0,2.0,,1.0,1.0,1.0,3.0,6.0,4.0,7.0,7.0,,,,2.0,3.0,3.0,1.0,2.0,13.0,18.0,13.0,18.0,,,2.0,1.0,,1.0
Jennifer Ezeh,31.0,,,1.0,2.0,10.0,9.0,2.0,6.0,8.0,6.0,5.0,1.0,6.0,4.0,5.0,2.0,15.0,7.0,14.0,14.0,1.0,1.0,3.0,3.0,8.0,8.0,1.0,,24.0,18.0,24.0,18.0,1.0,2.0,5.0,2.0,,2.0
Natalia Tondi,29.5,,,4.0,,12.0,12.0,1.0,5.0,6.0,5.0,3.0,2.0,6.0,3.0,3.0,3.0,16.0,10.0,13.0,13.0,,2.0,3.0,3.0,6.0,7.0,2.0,1.0,23.0,19.0,23.0,19.0,1.0,1.0,4.0,3.0,,2.0
Janaia Fargo,16.0,,,1.0,3.0,5.0,5.0,2.0,1.0,4.0,7.0,,1.0,2.0,3.0,2.0,4.0,2.0,7.0,10.0,10.0,,,,1.0,5.0,3.0,1.0,1.0,10.0,14.0,10.0,14.0,1.0,1.0,1.0,4.0,2.0,
Micaela Carter,20.0,,,,2.0,8.0,6.0,3.0,1.0,6.0,8.0,,1.0,2.0,2.0,3.0,4.0,3.0,9.0,12.0,12.0,2.0,,2.0,1.0,4.0,5.0,2.0,1.0,19.0,18.0,19.0,18.0,,1.0,1.0,6.0,1.0,
Deniz Torgut,18.0,,,,2.0,8.0,6.0,3.0,1.0,8.0,4.0,1.0,1.0,1.0,2.0,6.0,2.0,8.0,5.0,13.0,13.0,1.0,1.0,1.0,,2.0,4.0,1.0,2.0,15.0,18.0,15.0,18.0,1.0,1.0,5.0,2.0,,3.0
Alarice Gooden,7.5,,,1.0,1.0,3.0,3.0,1.0,2.0,,3.0,1.0,2.0,1.0,2.0,,3.0,2.0,4.0,2.0,2.0,,,,2.0,2.0,1.0,1.0,,6.0,3.0,6.0,3.0,,,,,,
Valentina Ojeda,13.0,,,2.0,,3.0,4.0,3.0,2.0,7.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,5.0,2.0,3.0,3.0,,,2.0,,1.0,4.0,1.0,2.0,8.0,6.0,8.0,6.0,1.0,,2.0,1.0,,1.0
Elze Motekaityte,5.0,,,2.0,,1.0,1.0,,1.0,3.0,2.0,,,1.0,1.0,1.0,2.0,1.0,,2.0,2.0,,,,,1.0,2.0,1.0,1.0,5.0,3.0,5.0,3.0,,,1.0,1.0,,1.0
Adebukola Akomolafe,3.0,,,2.0,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,2.0,2.0,2.0,2.0,,,1.0,,,
Mahaila Harrison,3.0,,,2.0,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,2.0,2.0,2.0,2.0,,,1.0,,,
Hailee Brennen,48.5,1.0,1.0,,5.0,16.0,9.0,9.0,15.0,10.0,16.0,5.0,5.0,5.0,13.0,5.0,15.0,10.0,21.0,24.0,24.0,2.0,2.0,5.0,2.0,9.0,8.0,1.0,,21.0,24.0,21.0,24.0,2.0,5.0,5.0,17.0,1.0,2.0
Olivia Delancy,47.5,1.0,1.0,1.0,2.0,16.0,7.0,6.0,14.0,11.0,16.0,5.0,7.0,6.0,11.0,5.0,12.0,11.0,17.0,18.0,18.0,2.0,2.0,5.0,3.0,11.0,9.0,2.0,,18.0,20.0,18.0,20.0,2.0,3.0,2.0,11.0,,2.0
Nashani Gilbert,67.5,1.0,1.0,1.0,6.0,22.0,14.0,10.0,17.0,14.0,23.0,8.0,7.0,7.0,20.0,8.0,18.0,14.0,25.0,32.0,32.0,3.0,2.0,8.0,4.0,18.0,11.0,3.0,,27.0,34.0,27.0,34.0,2.0,6.0,5.0,20.0,1.0,2.0
Ahriahna Grizzle,67.5,1.0,1.0,1.0,6.0,22.0,14.0,9.0,19.0,16.0,23.0,9.0,7.0,9.0,21.0,7.0,18.0,15.0,25.0,29.0,29.0,3.0,1.0,7.0,3.0,16.0,11.0,2.0,,23.0,34.0,23.0,34.0,1.0,5.0,4.0,18.0,1.0,1.0
Ivet Subirats,51.0,1.0,1.0,1.0,4.0,18.0,8.0,7.0,15.0,8.0,14.0,7.0,7.0,7.0,16.0,5.0,12.0,11.0,21.0,25.0,25.0,2.0,2.0,7.0,2.0,13.0,10.0,3.0,,22.0,24.0,22.0,24.0,2.0,6.0,3.0,13.0,1.0,1.0
Jillian Hollingshead,36.5,1.0,1.0,3.0,1.0,10.0,15.0,12.0,3.0,13.0,8.0,2.0,6.0,9.0,5.0,12.0,4.0,14.0,10.0,16.0,16.0,,,1.0,4.0,5.0,6.0,,1.0,18.0,13.0,18.0,13.0,3.0,1.0,11.0,3.0,,
Rickea Jackson,43.5,1.0,1.0,1.0,1.0,10.0,9.0,15.0,5.0,14.0,10.0,5.0,6.0,9.0,6.0,15.0,3.0,12.0,10.0,23.0,23.0,2.0,2.0,3.0,6.0,8.0,12.0,,1.0,20.0,18.0,20.0,18.0,5.0,2.0,10.0,5.0,1.0,1.0
Jasmine Powell,30.0,1.0,1.0,,,8.0,7.0,7.0,4.0,12.0,7.0,2.0,3.0,5.0,2.0,9.0,1.0,10.0,6.0,14.0,14.0,,2.0,2.0,4.0,4.0,8.0,,,13.0,10.0,13.0,10.0,3.0,1.0,9.0,3.0,,
Sara Puckett,46.5,1.0,1.0,2.0,1.0,9.0,13.0,9.0,9.0,16.0,11.0,4.0,4.0,11.0,4.0,9.0,3.0,19.0,10.0,19.0,19.0,,2.0,2.0,6.0,9.0,10.0,,,18.0,14.0,18.0,14.0,4.0,1.0,13.0,3.0,1.0,
Jewel Spear,34.0,1.0,1.0,2.0,1.0,3.0,9.0,14.0,4.0,9.0,8.0,6.0,4.0,8.0,5.0,8.0,3.0,11.0,9.0,17.0,17.0,2.0,1.0,2.0,3.0,6.0,8.0,,1.0,14.0,15.0,14.0,15.0,4.0,2.0,7.0,3.0,1.0,1.0
Skylar Baltezegar,26.0,,,1.0,2.0,11.0,6.0,2.0,8.0,7.0,7.0,5.0,2.0,6.0,9.0,6.0,5.0,9.0,7.0,8.0,8.0,1.0,,3.0,2.0,8.0,4.0,2.0,,13.0,14.0,13.0,14.0,,3.0,,3.0,,
Destinee Wells,35.0,,,4.0,1.0,6.0,14.0,13.0,4.0,9.0,7.0,5.0,5.0,12.0,6.0,10.0,7.0,12.0,9.0,16.0,16.0,2.0,1.0,2.0,3.0,7.0,9.0,,2.0,20.0,18.0,20.0,18.0,4.0,1.0,9.0,2.0,1.0,1.0
Tess Darby,30.0,,,4.0,,6.0,13.0,12.0,3.0,9.0,6.0,4.0,4.0,10.0,4.0,9.0,6.0,11.0,8.0,12.0,12.0,1.0,2.0,3.0,1.0,4.0,8.0,,1.0,18.0,17.0,18.0,17.0,3.0,1.0,7.0,2.0,,1.0
Karoline Striplin,36.5,,,4.0,,7.0,14.0,8.0,7.0,14.0,7.0,4.0,3.0,15.0,3.0,8.0,5.0,17.0,7.0,14.0,14.0,,2.0,2.0,3.0,5.0,10.0,,2.0,17.0,16.0,17.0,16.0,3.0,,10.0,1.0,1.0,1.0
Sydney Hendrix,33.5,,,,4.0,13.0,7.0,5.0,9.0,7.0,10.0,4.0,3.0,3.0,11.0,5.0,8.0,9.0,14.0,18.0,18.0,,1.0,2.0,1.0,6.0,4.0,2.0,,15.0,20.0,15.0,20.0,1.0,5.0,4.0,13.0,1.0,2.0
Kaiya Wynn,26.5,,,3.0,,7.0,11.0,4.0,4.0,8.0,7.0,2.0,4.0,9.0,3.0,6.0,6.0,9.0,7.0,12.0,12.0,1.0,1.0,1.0,3.0,4.0,6.0,,3.0,18.0,12.0,18.0,12.0,2.0,,10.0,2.0,2.0,
Nya Bostic,20.5,,,,1.0,7.0,9.0,2.0,7.0,6.0,7.0,2.0,1.0,2.0,2.0,4.0,10.0,6.0,5.0,9.0,9.0,2.0,,3.0,2.0,5.0,3.0,,,10.0,13.0,10.0,13.0,,2.0,2.0,8.0,,
Jaliya Sharp,5.5,,,,,,1.0,,1.0,1.0,4.0,,1.0,,2.0,,2.0,,,2.0,2.0,,,,1.0,4.0,,,,1.0,2.0,1.0,2.0,,,,2.0,,
Avery Strickland,24.0,,,2.0,,4.0,7.0,3.0,5.0,9.0,5.0,2.0,2.0,8.0,3.0,5.0,3.0,9.0,3.0,11.0,11.0,,1.0,1.0,4.0,4.0,8.0,,1.0,12.0,8.0,12.0,8.0,3.0,,10.0,,1.0,
Tamari Key,11.0,,,1.0,,2.0,3.0,4.0,,1.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,6.0,6.0,2.0,1.0,1.0,2.0,3.0,4.0,,2.0,9.0,5.0,9.0,5.0,1.0,1.0,2.0,1.0,1.0,
Edie Darby,14.0,,,4.0,,3.0,10.0,4.0,2.0,6.0,3.0,1.0,1.0,6.0,1.0,5.0,3.0,9.0,3.0,5.0,5.0,,,,1.0,1.0,1.0,,1.0,8.0,4.0,8.0,4.0,,,7.0,,1.0,
Ainhoa Cea,39.0,1.0,1.0,1.0,1.0,12.0,10.0,9.0,9.0,14.0,7.0,3.0,3.0,6.0,6.0,8.0,3.0,16.0,16.0,15.0,15.0,,,7.0,2.0,6.0,9.0,,,20.0,15.0,20.0,15.0,1.0,1.0,1.0,6.0,3.0,
Molly Heard,42.0,1.0,1.0,4.0,2.0,17.0,16.0,3.0,9.0,17.0,7.0,1.0,1.0,4.0,4.0,8.0,4.0,21.0,15.0,17.0,17.0,,,2.0,3.0,9.0,8.0,,,21.0,22.0,21.0,22.0,2.0,,4.0,6.0,3.0,
Blythe Pearson,32.5,1.0,1.0,2.0,2.0,16.0,11.0,4.0,9.0,8.0,6.0,2.0,1.0,3.0,3.0,7.0,5.0,15.0,15.0,12.0,12.0,,,3.0,3.0,8.0,8.0,,,18.0,15.0,18.0,15.0,,,,4.0,2.0,
Aleah Sorrentino,40.5,1.0,1.0,2.0,,13.0,14.0,4.0,9.0,19.0,9.0,1.0,2.0,6.0,6.0,6.0,4.0,19.0,13.0,15.0,15.0,,,3.0,3.0,7.0,7.0,,,16.0,18.0,16.0,18.0,2.0,,4.0,4.0,3.0,
Bella Vinson,69.0,1.0,1.0,5.0,3.0,21.0,28.0,9.0,9.0,25.0,17.0,5.0,3.0,10.0,7.0,10.0,9.0,28.0,23.0,24.0,24.0,,,7.0,6.0,16.0,16.0,,,29.0,28.0,29.0,28.0,2.0,1.0,4.0,5.0,3.0,
Celine Dupont,28.5,1.0,1.0,1.0,2.0,9.0,10.0,7.0,5.0,7.0,10.0,2.0,2.0,4.0,5.0,4.0,4.0,12.0,12.0,9.0,9.0,,,3.0,4.0,5.0,6.0,,,9.0,16.0,9.0,16.0,1.0,,1.0,,,2.0
Kynidi Mason Striverson,64.5,1.0,1.0,3.0,4.0,24.0,22.0,10.0,11.0,15.0,22.0,4.0,5.0,6.0,8.0,8.0,11.0,24.0,26.0,18.0,18.0,,,6.0,9.0,15.0,14.0,,,22.0,29.0,22.0,29.0,1.0,,7.0,,,2.0
Julia Palomo,59.0,1.0,1.0,3.0,4.0,26.0,21.0,10.0,6.0,13.0,22.0,2.0,5.0,5.0,10.0,8.0,10.0,20.0,28.0,20.0,20.0,,,5.0,6.0,10.0,13.0,,,20.0,26.0,20.0,26.0,1.0,1.0,9.0,1.0,,3.0
Alana Striverson,43.0,1.0,1.0,2.0,3.0,14.0,18.0,8.0,6.0,8.0,17.0,3.0,1.0,6.0,1.0,5.0,10.0,17.0,17.0,17.0,17.0,,,1.0,5.0,11.0,7.0,,,23.0,19.0,23.0,19.0,,2.0,5.0,4.0,,3.0
Nevaeh Thomas,41.5,1.0,1.0,1.0,4.0,17.0,9.0,6.0,5.0,9.0,17.0,2.0,3.0,4.0,7.0,4.0,4.0,12.0,19.0,15.0,15.0,,,3.0,5.0,8.0,8.0,,,11.0,16.0,11.0,16.0,1.0,1.0,5.0,3.0,,2.0
Maggie Hartwig,29.5,,,2.0,1.0,9.0,15.0,6.0,6.0,6.0,10.0,2.0,1.0,4.0,2.0,4.0,9.0,13.0,11.0,11.0,11.0,,,3.0,3.0,7.0,6.0,,,18.0,15.0,18.0,15.0,,1.0,5.0,1.0,,1.0
Kamil Collier,16.5,,,1.0,1.0,4.0,4.0,6.0,2.0,5.0,4.0,1.0,2.0,,3.0,4.0,2.0,4.0,7.0,5.0,5.0,,,3.0,,3.0,6.0,,,7.0,7.0,7.0,7.0,,,,1.0,,
Claira McGowan,51.5,,,4.0,2.0,16.0,22.0,6.0,4.0,22.0,14.0,3.0,2.0,7.0,5.0,9.0,8.0,18.0,13.0,16.0,16.0,,,6.0,5.0,12.0,13.0,,,19.0,20.0,19.0,20.0,1.0,1.0,3.0,7.0,,
Tene Smith,35.0,,,1.0,1.0,13.0,7.0,5.0,6.0,8.0,13.0,1.0,3.0,4.0,8.0,2.0,3.0,11.0,16.0,13.0,13.0,,,4.0,2.0,7.0,7.0,,,13.0,15.0,13.0,15.0,,1.0,7.0,1.0,,1.0
Barbora Tomancova,31.5,,,2.0,2.0,15.0,10.0,2.0,3.0,7.0,11.0,,3.0,2.0,5.0,3.0,4.0,9.0,14.0,10.0,10.0,,,3.0,2.0,9.0,7.0,,,15.0,11.0,15.0,11.0,,1.0,4.0,1.0,,
Olivia Vandergriff,34.5,,,2.0,1.0,8.0,15.0,7.0,2.0,14.0,9.0,3.0,3.0,5.0,5.0,4.0,4.0,13.0,11.0,8.0,8.0,,,5.0,2.0,5.0,8.0,,,11.0,8.0,11.0,8.0,,,,5.0,,
Tamesha Dozier,16.5,,,,,5.0,3.0,3.0,4.0,4.0,6.0,1.0,1.0,3.0,1.0,3.0,4.0,5.0,5.0,7.0,7.0,,,,3.0,5.0,3.0,,,8.0,6.0,8.0,6.0,,1.0,5.0,1.0,,1.0
Taylor Bowen,38.0,,,2.0,1.0,6.0,14.0,7.0,5.0,15.0,11.0,3.0,2.0,5.0,4.0,5.0,7.0,12.0,9.0,14.0,14.0,,,6.0,3.0,8.0,10.0,,,13.0,18.0,13.0,18.0,2.0,1.0,4.0,6.0,1.0,
Isabella Pitta,5.5,,,,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,1.0,,2.0,2.0,,2.0,3.0,2.0,2.0,,,,1.0,1.0,1.0,,,3.0,5.0,3.0,5.0,,,,1.0,,
Diana Saleh,18.5,,,2.0,1.0,5.0,10.0,2.0,1.0,5.0,5.0,3.0,,4.0,,2.0,4.0,7.0,5.0,7.0,7.0,,,3.0,2.0,5.0,4.0,,,8.0,4.0,8.0,4.0,,1.0,,5.0,,
Madlena Gerke,20.0,,,,2.0,7.0,3.0,3.0,6.0,7.0,7.0,1.0,1.0,4.0,3.0,5.0,4.0,5.0,5.0,9.0,9.0,,,2.0,2.0,5.0,5.0,,,11.0,7.0,11.0,7.0,1.0,1.0,2.0,3.0,,
Lexie Sinclair,11.0,,,,1.0,3.0,1.0,,1.0,3.0,6.0,1.0,,2.0,,2.0,1.0,1.0,1.0,4.0,4.0,,,,3.0,6.0,2.0,,,7.0,3.0,7.0,3.0,,1.0,,3.0,,
Anica Skrivan,7.5,,,,1.0,3.0,1.0,,1.0,3.0,4.0,1.0,,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,,,,1.0,2.0,2.0,,,3.0,2.0,3.0,2.0,,,,2.0,,
Indiya Bowen,44.0,1.0,1.0,1.0,2.0,11.0,19.0,5.0,4.0,13.0,9.0,,4.0,5.0,11.0,8.0,7.0,17.0,11.0,27.0,27.0,1.0,1.0,2.0,9.0,16.0,9.0,2.0,3.0,29.0,33.0,29.0,33.0,3.0,2.0,7.0,9.0,2.0,2.0
Alecia Doyle,61.5,1.0,1.0,2.0,2.0,14.0,18.0,4.0,5.0,20.0,19.0,2.0,7.0,5.0,18.0,8.0,6.0,19.0,16.0,36.0,38.0,2.0,,3.0,10.0,18.0,12.0,2.0,3.0,38.0,37.0,38.0,37.0,4.0,1.0,12.0,10.0,6.0,4.0
Kiyley Flowers,42.0,1.0,1.0,1.0,1.0,13.0,12.0,1.0,3.0,12.0,9.0,1.0,6.0,4.0,9.0,5.0,3.0,14.0,12.0,25.0,27.0,1.0,,2.0,5.0,13.0,7.0,1.0,1.0,28.0,26.0,28.0,26.0,2.0,2.0,12.0,9.0,3.0,2.0
Jaliyah Green,49.5,1.0,1.0,2.0,2.0,10.0,17.0,2.0,4.0,17.0,18.0,1.0,7.0,5.0,18.0,5.0,5.0,17.0,12.0,23.0,25.0,1.0,,1.0,8.0,14.0,7.0,2.0,1.0,27.0,27.0,27.0,27.0,3.0,,9.0,5.0,6.0,1.0
Julia Sion,52.0,1.0,1.0,1.0,2.0,12.0,18.0,4.0,6.0,16.0,12.0,,4.0,6.0,13.0,9.0,7.0,17.0,13.0,33.0,35.0,2.0,,2.0,8.0,18.0,12.0,2.0,2.0,35.0,37.0,35.0,37.0,4.0,3.0,14.0,7.0,6.0,1.0
Seairra Hughes,57.5,1.0,1.0,3.0,2.0,18.0,12.0,5.0,3.0,20.0,19.0,8.0,2.0,20.0,5.0,6.0,7.0,14.0,19.0,28.0,26.0,,2.0,10.0,2.0,8.0,18.0,1.0,2.0,26.0,34.0,26.0,34.0,1.0,4.0,6.0,8.0,4.0,5.0
Quierra Love,67.5,1.0,1.0,2.0,2.0,18.0,16.0,4.0,5.0,20.0,17.0,8.0,2.0,18.0,5.0,5.0,7.0,19.0,21.0,42.0,40.0,1.0,2.0,12.0,5.0,13.0,23.0,3.0,3.0,42.0,42.0,42.0,42.0,3.0,3.0,13.0,13.0,6.0,6.0
Jaidynn Mason,54.5,1.0,1.0,2.0,2.0,19.0,16.0,6.0,2.0,14.0,15.0,5.0,1.0,10.0,5.0,5.0,8.0,13.0,23.0,34.0,32.0,1.0,1.0,9.0,2.0,8.0,19.0,1.0,1.0,32.0,34.0,32.0,34.0,2.0,4.0,9.0,13.0,3.0,5.0
Laniah Randle,48.5,1.0,1.0,3.0,2.0,15.0,12.0,5.0,,16.0,17.0,7.0,2.0,17.0,5.0,6.0,5.0,10.0,16.0,29.0,27.0,,1.0,8.0,2.0,7.0,15.0,2.0,1.0,27.0,28.0,27.0,28.0,,3.0,5.0,12.0,3.0,5.0
Shemera Williams,24.5,1.0,1.0,1.0,1.0,8.0,5.0,2.0,,8.0,9.0,5.0,2.0,8.0,2.0,4.0,2.0,5.0,8.0,13.0,13.0,,1.0,3.0,1.0,3.0,6.0,2.0,1.0,12.0,13.0,12.0,13.0,,2.0,2.0,4.0,2.0,3.0
Amiyah Buchanan,28.5,,,1.0,1.0,7.0,7.0,1.0,2.0,8.0,10.0,2.0,5.0,2.0,8.0,1.0,2.0,10.0,7.0,13.0,13.0,,1.0,3.0,5.0,8.0,3.0,1.0,1.0,19.0,16.0,19.0,16.0,1.0,1.0,2.0,7.0,,5.0
Daejah Richmond,51.5,,,1.0,2.0,10.0,13.0,1.0,4.0,13.0,19.0,2.0,8.0,4.0,17.0,4.0,4.0,17.0,10.0,25.0,27.0,1.0,1.0,4.0,11.0,20.0,6.0,2.0,1.0,31.0,28.0,31.0,28.0,3.0,2.0,9.0,8.0,4.0,6.0
Megan Barton,21.5,,,1.0,2.0,6.0,6.0,,4.0,8.0,5.0,1.0,2.0,3.0,5.0,2.0,3.0,8.0,5.0,12.0,12.0,,,1.0,2.0,5.0,3.0,1.0,,20.0,18.0,20.0,18.0,2.0,3.0,3.0,4.0,,3.0
Se'Quoia Allmond,55.5,,,3.0,,17.0,13.0,6.0,4.0,14.0,14.0,5.0,1.0,15.0,6.0,7.0,9.0,13.0,18.0,37.0,35.0,1.0,1.0,11.0,2.0,11.0,21.0,2.0,2.0,35.0,41.0,35.0,41.0,4.0,5.0,12.0,12.0,6.0,4.0
Sydney Prochaska,43.0,,,1.0,,12.0,10.0,4.0,5.0,8.0,11.0,5.0,,10.0,5.0,4.0,6.0,13.0,14.0,28.0,28.0,1.0,2.0,6.0,5.0,12.0,14.0,2.0,3.0,31.0,35.0,31.0,35.0,3.0,3.0,10.0,7.0,3.0,2.0
Tyranny Brown,19.5,,,,1.0,7.0,3.0,2.0,3.0,7.0,9.0,1.0,,6.0,2.0,2.0,2.0,6.0,7.0,8.0,8.0,,,3.0,2.0,4.0,3.0,1.0,1.0,18.0,14.0,18.0,14.0,1.0,,4.0,2.0,1.0,
Michaela Mayfield,6.0,,,,,2.0,2.0,1.0,2.0,1.0,1.0,,,1.0,,,2.0,1.0,3.0,3.0,3.0,,1.0,3.0,,1.0,4.0,,,6.0,5.0,6.0,5.0,,,1.0,,,
Paige Clubb,8.0,,,,,2.0,2.0,2.0,1.0,1.0,3.0,,,,1.0,2.0,1.0,2.0,1.0,7.0,7.0,,,,2.0,3.0,2.0,,,14.0,11.0,14.0,11.0,1.0,,1.0,5.0,,
Angela Samuel,16.0,,,,,6.0,5.0,2.0,1.0,1.0,2.0,1.0,,1.0,2.0,2.0,2.0,4.0,7.0,11.0,11.0,1.0,,3.0,1.0,3.0,7.0,1.0,1.0,16.0,12.0,16.0,12.0,3.0,1.0,6.0,3.0,2.0,
Abbigail Stephens,25.5,,,,1.0,7.0,7.0,2.0,3.0,7.0,4.0,1.0,2.0,3.0,3.0,5.0,3.0,9.0,5.0,19.0,19.0,1.0,,1.0,5.0,10.0,5.0,1.0,2.0,21.0,20.0,21.0,20.0,1.0,4.0,6.0,7.0,1.0,5.0
Chandler Davis,20.5,,,,,3.0,6.0,4.0,3.0,5.0,4.0,,,2.0,3.0,3.0,3.0,6.0,6.0,14.0,14.0,1.0,1.0,3.0,2.0,7.0,7.0,1.0,1.0,16.0,18.0,16.0,18.0,2.0,2.0,5.0,4.0,2.0,1.0
Adrianna Katcher,5.5,,,,,2.0,1.0,1.0,1.0,1.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,1.0,2.0,1.0,,,8.0,4.0,8.0,4.0,1.0,,1.0,1.0,,
Maddy Saracco,2.5,,,,,1.0,,1.0,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,,,,1.0,1.0,,,4.0,2.0,4.0,2.0,1.0,,1.0,,,
Kiley Capstraw,55.5,1.0,1.0,6.0,3.0,13.0,18.0,14.0,11.0,18.0,20.0,8.0,3.0,19.0,12.0,12.0,11.0,22.0,18.0,29.0,29.0,2.0,,4.0,5.0,10.0,6.0,1.0,2.0,20.0,19.0,20.0,19.0,2.0,3.0,3.0,10.0,3.0,4.0
Jenna Clark,62.5,1.0,1.0,8.0,5.0,18.0,22.0,14.0,11.0,19.0,21.0,8.0,4.0,20.0,13.0,14.0,13.0,23.0,21.0,31.0,31.0,2.0,,8.0,7.0,13.0,10.0,2.0,3.0,21.0,22.0,21.0,22.0,2.0,3.0,3.0,9.0,3.0,3.0
Mackenzie Egger,47.0,1.0,1.0,7.0,3.0,10.0,17.0,8.0,8.0,13.0,17.0,3.0,2.0,11.0,12.0,4.0,11.0,13.0,15.0,18.0,18.0,,,8.0,8.0,13.0,9.0,1.0,3.0,15.0,14.0,15.0,14.0,1.0,1.0,5.0,11.0,1.0,
Brenna McDonald,47.0,1.0,1.0,6.0,3.0,13.0,17.0,14.0,9.0,11.0,18.0,5.0,3.0,13.0,13.0,11.0,10.0,17.0,18.0,24.0,24.0,1.0,,3.0,6.0,12.0,5.0,2.0,2.0,15.0,15.0,15.0,15.0,,2.0,4.0,6.0,2.0,2.0
