#,Name,P,MP,GS,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,PF,DQ,Tech Fouls,teamId,opponentId,gameId
5.0,Paige Girardi,G,1:48,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,591873,591988,5734289
21.0,Jackie Grisdale,G,37:20,,2,8,1,4,3,4,8,1,1,2,0,0,2,0,3,0,0,591873,591988,5734289
4.0,Grace LaBarge,F,20:31,,2,2,1,1,2,2,7,3,1,4,1,1,1,0,5,1,0,591873,591988,5734289
15.0,Karson Martin,G,36:38,,10,16,4,8,1,3,25,1,1,2,1,3,0,0,2,0,0,591873,591988,5734289
12.0,Ella O'Donnell,F,22:52,,4,8,0,0,2,4,10,3,4,7,1,1,1,0,1,0,0,591873,591988,5734289
7.0,Caranda Perea,F,18:34,,0,2,0,1,0,0,0,1,2,3,0,2,0,0,2,0,0,591873,591988,5734289
14.0,Gal Raviv,G,38:12,,8,27,1,5,5,6,22,0,5,5,4,1,3,0,2,0,0,591873,591988,5734289
24.0,Ava Sollenne,G,1:20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,591873,591988,5734289
32.0,Martina Boba,F,35:42,,3,8,1,4,1,2,8,2,5,7,2,2,1,0,4,0,0,591694,591661,5733543
1.0,Ali Brigham,C,26:12,,7,15,0,2,3,5,17,4,6,10,3,3,0,3,2,0,0,591694,591661,5733543
11.0,Olivia Fernandez,G,11:33,,1,2,0,1,0,0,2,0,1,1,1,1,1,0,1,0,0,591694,591661,5733543
14.0,Silvia Gonzalez,F,3:22,,1,2,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,591694,591661,5733543
2.0,Mia Mancini,G,37:38,,4,9,3,8,2,2,13,0,2,2,4,9,3,0,2,0,0,591694,591661,5733543
24.0,Maranda Nyborg,F,26:33,,4,6,0,0,1,3,9,3,4,7,1,2,2,3,3,0,0,591694,591661,5733543
55.0,Nia Scott,F,25:40,,2,5,0,0,1,2,5,3,3,6,2,1,2,0,2,0,0,591694,591661,5733543
15.0,Breezie Williams,G,33:20,,4,9,0,3,0,0,8,0,6,6,4,7,0,0,3,0,0,591694,591661,5733543
40.0,Rose Caso,G,25:23,,0,5,0,0,3,4,3,6,0,6,1,2,1,0,2,0,0,591661,591694,5733543
32.0,Kylee Fears,F,10:03,,0,0,0,0,0,0,0,1,5,6,0,2,0,0,2,0,0,591661,591694,5733543
5.0,Mia Fiore,G,34:44,,5,11,0,4,2,2,12,2,3,5,2,1,0,0,1,0,0,591661,591694,5733543
12.0,Claudia Gallegos,F,8:58,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,591661,591694,5733543
10.0,Paloma Garcia,G,19:37,,4,10,1,2,1,5,10,2,0,2,1,3,4,0,5,1,0,591661,591694,5733543
1.0,Dejah Jenkins,G,6:21,,0,2,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,591661,591694,5733543
24.0,Molly Manion,G,12:11,,1,6,0,3,0,0,2,1,1,2,1,1,0,0,0,0,0,591661,591694,5733543
22.0,Lydia Melashenko,G,22:08,,1,4,1,1,0,0,3,1,1,2,2,2,1,0,1,0,0,591661,591694,5733543
0.0,Madison Roman,F,25:50,,2,7,0,0,1,2,5,1,6,7,2,1,4,1,5,1,0,591661,591694,5733543
4.0,Rylie Rosenberg,G,1:05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591661,591694,5733543
11.0,Thalia Shepard,G,33:40,,5,20,2,9,3,3,15,0,3,3,0,4,1,1,2,0,0,591661,591694,5733543
2.0,Iycez Adams,F,31:51,,2,9,0,0,5,8,9,1,3,4,0,0,1,2,3,0,0,591968,591658,5733744
12.0,Laila Anderson,G,27:10,,6,9,0,1,5,5,17,0,1,1,2,1,0,0,2,0,0,591968,591658,5733744
8.0,Jayda Angel,G,25:26,,8,13,2,3,0,2,18,0,2,2,1,1,1,0,2,0,0,591968,591658,5733744
43.0,Hannah Dereje,C,3:24,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,591968,591658,5733744
10.0,Kamryn Doty,G,13:41,,1,3,0,1,0,0,2,1,1,2,2,1,2,0,3,0,0,591968,591658,5733744
25.0,Samira Khalil,G,0:57,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,591968,591658,5733744
15.0,Kierra Morrow,G,6:53,,0,0,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,591968,591658,5733744
4.0,Maraja Pass,G,25:15,,2,5,0,0,0,0,4,0,2,2,4,2,2,0,4,0,0,591968,591658,5733744
5.0,Raven Preston,G,34:44,,5,12,0,2,2,4,12,3,6,9,1,3,3,1,3,0,0,591968,591658,5733744
1.0,Regina Walton,G,14:19,,1,3,0,0,1,2,3,0,1,1,0,0,0,0,0,0,0,591968,591658,5733744
11.0,Ruby Willard,G,16:20,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,591968,591658,5733744
22.0,Shakira Baskerville,G,22:30,,2,4,0,1,4,6,8,2,3,5,1,3,0,0,4,0,0,591658,591968,5733744
25.0,Aaliyah Collins,G,25:47,,1,4,0,2,0,0,2,0,0,0,6,6,2,0,3,0,0,591658,591968,5733744
14.0,Anna Hager,G,27:38,,5,11,3,7,2,2,15,0,7,7,0,3,0,1,2,0,0,591658,591968,5733744
24.0,Jaleesa Lawrence,G,27:19,,3,7,1,2,0,0,7,2,5,7,0,2,2,0,5,1,0,591658,591968,5733744
9.0,Dom Nesland,G,18:14,,2,3,2,3,0,0,6,0,3,3,1,1,0,1,0,0,0,591658,591968,5733744
7.0,Lauren Scott,G,7:53,,2,5,1,4,3,3,8,0,0,0,0,0,0,0,2,0,0,591658,591968,5733744
2.0,Nakyah Terrell,G,40:00,,4,9,2,3,2,4,12,0,2,2,2,6,1,0,3,0,0,591658,591968,5733744
23.0,Ariana Wilkes,F,6:01,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,591658,591968,5733744
3.0,Nevaeh Zavala,F,24:38,,2,4,1,2,2,2,7,3,3,6,1,3,0,0,2,0,0,591658,591968,5733744
22.0,Sarah Ericson,G,18:19,,2,2,1,1,0,0,5,1,1,2,1,1,0,0,3,0,0,591941,591816,5733393
14.0,Catherine Gilwee,G,34:56,,2,8,2,7,0,0,6,0,1,1,3,1,0,0,1,0,0,591941,591816,5733393
3.0,Emma Haan,G,0:51,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,591941,591816,5733393
12.0,Keira Hanson,G,26:00,,3,11,2,6,0,0,8,1,0,1,1,3,0,2,3,0,0,591941,591816,5733393
34.0,Sarah Lazar,F,12:38,,1,2,0,1,0,0,2,2,2,4,1,0,1,0,4,0,0,591941,591816,5733393
0.0,Malia Lenz,G,11:59,,1,2,0,1,0,0,2,1,2,3,2,1,1,0,3,0,0,591941,591816,5733393
24.0,Anna Olson,F,35:33,,8,13,0,0,2,2,18,2,5,7,1,5,2,2,3,0,0,591941,591816,5733393
25.0,Nikola Priede,C,22:29,,4,4,0,0,0,1,8,0,1,1,1,0,1,0,2,0,0,591941,591816,5733393
15.0,Piper Risdon,F,0:51,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,591941,591816,5733393
10.0,Bella Vito,G,36:24,,5,9,1,2,2,2,13,2,2,4,6,3,5,1,1,0,0,591941,591816,5733393
1.0,De'Myla Brown,G,5:03,,0,0,0,0,2,2,2,0,0,0,0,2,1,0,0,0,0,591816,591941,5733393
5.0,Hilke Feldrappe,F,3:17,,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,591816,591941,5733393
24.0,Ashton Judd,G,31:00,,2,5,1,2,2,2,7,3,4,7,0,3,1,0,0,0,0,591816,591941,5733393
21.0,Averi Kroenke,G,14:11,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,591816,591941,5733393
34.0,Hannah Linthacum,F,13:40,,1,1,0,0,0,0,2,0,0,0,1,2,0,1,2,0,0,591816,591941,5733393
7.0,Lucija Milkovic,C,2:24,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,591816,591941,5733393
30.0,Angelique Ngalakulondi,F,20:39,,1,3,0,0,1,2,3,1,0,1,0,4,0,1,3,0,0,591816,591941,5733393
2.0,Londyn Oliphant,G,1:50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591816,591941,5733393
4.0,Laniah Randle,G,26:57,,3,3,0,0,5,7,11,1,4,5,0,2,2,0,3,0,0,591816,591941,5733393
23.0,Abbey Schreacke,G,14:34,,1,3,1,2,0,0,3,1,1,2,1,2,1,0,2,0,0,591816,591941,5733393
6.0,Tilda Sjökvist,G,8:09,,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,591816,591941,5733393
0.0,Grace Slaughter,G,37:30,,4,9,0,1,8,8,16,0,3,3,0,4,2,0,1,0,0,591816,591941,5733393
8.0,Nyah Wilson,G,20:46,,0,5,0,0,2,2,2,0,1,1,0,1,1,0,0,0,0,591816,591941,5733393
25.0,Cassidy Carson,G,25:39,,2,7,1,6,4,4,9,0,5,5,2,1,0,0,3,0,0,591897,591883,5735542
20.0,Carley Duffney,F,41:46,,6,16,2,5,4,4,18,2,5,7,1,2,0,0,5,1,0,591897,591883,5735542
10.0,Adara Groman,G,28:20,,2,6,2,3,1,2,7,1,1,2,3,1,0,0,1,0,0,591897,591883,5735542
41.0,Alexi Hempe,F,28:12,,1,6,0,3,0,0,2,1,6,7,0,2,0,1,3,0,0,591897,591883,5735542
0.0,Olivia Kieffer,G,20:51,,3,7,0,1,4,5,10,0,0,0,1,0,0,0,4,0,0,591897,591883,5735542
11.0,Addison Klosterbuer,G,14:28,,2,4,2,4,0,0,6,0,1,1,0,2,0,0,2,0,0,591897,591883,5735542
21.0,Grace Larkins,G,40:49,,10,24,1,4,6,9,27,4,9,13,6,5,3,0,4,0,0,591897,591883,5735542
3.0,Coral Mason,G,23:23,,2,2,0,0,0,0,4,1,3,4,0,1,1,0,1,0,0,591897,591883,5735542
1.0,Gabby Wilke,F,1:32,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,591897,591883,5735542
2.0,Shun'teria Anumele,G,24:00,,5,14,0,2,2,4,12,0,3,3,1,3,1,0,4,0,0,591883,591897,5735542
33.0,Mia Bergstrom,G,3:00,,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,591883,591897,5735542
4.0,Kennedy Calhoun,G,41:58,,9,17,1,5,2,2,21,1,7,8,4,2,3,1,4,0,0,591883,591897,5735542
0.0,Mya Glanton,F,3:02,,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,591883,591897,5735542
5.0,Brooklyn Gray,G,30:33,,4,12,0,2,7,8,15,0,7,7,2,4,1,1,3,0,0,591883,591897,5735542
7.0,Bri Johns,G,8:19,,0,1,0,1,0,0,0,0,1,1,2,0,2,0,1,0,0,591883,591897,5735542
32.0,Peyton Kennedy,F,41:03,,6,17,1,4,12,12,25,1,4,5,2,3,1,0,4,0,0,591883,591897,5735542
44.0,Rita Nazario,G,1:32,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,591883,591897,5735542
25.0,Marcavia Shavers,C,4:03,,1,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,591883,591897,5735542
12.0,Tierra Simon,F,26:57,,3,7,0,1,0,0,6,8,5,13,1,1,1,1,5,1,0,591883,591897,5735542
10.0,Isabel Tillett,G,8:21,,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,591883,591897,5735542
1.0,Hannah Wallace,G,32:12,,1,3,0,1,0,0,2,1,4,5,0,0,0,3,1,0,0,591883,591897,5735542
11.0,Lachelle Austin,G,34:57,,5,15,1,4,0,1,11,1,6,7,2,4,3,1,0,0,0,591682,591859,5810364
0.0,Ally Becki,G,36:29,,5,12,1,7,2,2,13,1,7,8,3,3,3,1,2,0,0,591682,591859,5810364
3.0,Sydney Bolden,G,12:39,,0,1,0,1,1,2,1,0,0,0,1,4,1,0,4,0,1,591682,591859,5810364
2.0,Maliyah Johnson,F,16:30,,2,3,0,1,1,2,5,0,3,3,1,1,1,1,0,0,0,591682,591859,5810364
14.0,Marie Kiefer,F,28:29,,1,2,0,0,2,6,4,1,10,11,2,2,1,4,1,0,0,591682,591859,5810364
25.0,Grace Kingery,G,3:13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591682,591859,5810364
23.0,Zuri Ransom,G,8:07,,2,3,1,2,0,1,5,0,0,0,1,1,0,0,0,0,0,591682,591859,5810364
20.0,Alex Richard,F,24:37,,4,7,0,0,3,4,11,1,1,2,0,3,0,1,1,0,0,591682,591859,5810364
31.0,Olivia Smith,F,1:26,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,591682,591859,5810364
42.0,Elise Stuck,F,31:00,,4,9,0,2,2,2,10,1,1,2,2,3,1,0,3,0,0,591682,591859,5810364
22.0,Tessa Towers,C,2:33,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,591682,591859,5810364
1.0,Jadyn Atchison,G,8:20,,1,5,0,0,0,0,2,0,1,1,0,1,1,0,1,0,0,591859,591682,5810364
24.0,Mikayla Brown,C,7:06,,0,1,0,0,0,0,0,1,1,2,1,0,1,0,1,0,0,591859,591682,5810364
25.0,En'Dya Buford,G,24:49,,3,11,1,5,3,4,10,1,5,6,4,3,3,0,5,1,0,591859,591682,5810364
23.0,Mariah Clayton,F,26:42,,5,13,0,1,3,4,13,1,7,8,0,2,3,0,3,0,1,591859,591682,5810364
3.0,Simone Cunningham,G,16:50,,1,3,0,0,1,2,3,1,0,1,0,1,0,0,5,1,0,591859,591682,5810364
4.0,Sarai Estupiñan,G,2:30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591859,591682,5810364
2.0,Simaru Fields,G,25:19,,3,8,1,4,0,0,7,3,3,6,1,4,2,0,1,0,0,591859,591682,5810364
55.0,Brenda Fontana,F,17:42,,1,2,0,0,1,2,3,1,1,2,0,5,0,1,4,0,0,591859,591682,5810364
0.0,Camryn Hill,G,30:41,,2,9,0,1,2,2,6,1,1,2,0,2,2,0,1,0,0,591859,591682,5810364
14.0,Marie Kenembeni,F,5:26,,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,591859,591682,5810364
5.0,Nisaa Muhammad,G,6:56,,0,2,0,1,0,0,0,0,1,1,1,2,1,0,2,0,0,591859,591682,5810364
7.0,Kelsey Thompson,G,27:39,,0,9,0,3,2,2,2,1,2,3,0,4,1,0,2,0,0,591859,591682,5810364
2.0,Mackenzie Amalia,G,33:32,,1,7,0,3,4,4,6,0,4,4,12,5,3,0,2,0,0,591742,591908,5730286
13.0,Elena Cabello,G,9:15,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,591742,591908,5730286
12.0,Dara Capaldi,G,11:20,,0,4,0,1,0,0,0,1,3,4,0,2,0,0,1,0,0,591742,591908,5730286
14.0,Sisi Eleko,F,37:13,,11,16,0,1,6,9,28,1,8,9,0,2,0,1,4,0,0,591742,591908,5730286
10.0,ZaNiya Nelson,G,27:16,,2,5,1,3,0,0,5,5,4,9,1,3,0,0,2,0,0,591742,591908,5730286
1.0,Olivia Smith,G,25:04,,3,7,1,4,1,2,8,0,2,2,2,4,0,0,1,0,0,591742,591908,5730286
3.0,Brooklyn Thrash,G,33:24,,1,3,0,1,2,4,4,1,2,3,2,2,2,3,5,1,0,591742,591908,5730286
0.0,Olivia Westphal,G,22:55,,7,11,5,8,1,1,20,1,0,1,0,1,0,0,3,0,0,591742,591908,5730286
0.0,Heather Baymon,G,14:23,,5,10,1,3,2,3,13,2,0,2,1,1,1,0,2,0,0,591908,591742,5730286
2.0,Saniya Burks,G,7:36,,1,3,0,2,0,0,2,0,1,1,1,2,0,0,1,0,0,591908,591742,5730286
4.0,Sierra Dickson,G,16:15,,1,3,0,1,0,0,2,0,2,2,1,0,0,1,1,0,0,591908,591742,5730286
11.0,Jaylin Foster,F,28:19,,6,9,3,5,0,2,15,3,6,9,1,0,4,0,2,0,0,591908,591742,5730286
22.0,Mia Galbraith,G,26:48,,2,9,0,3,2,2,6,3,1,4,1,0,1,1,3,0,0,591908,591742,5730286
8.0,Ja'Mia Harris,G,22:51,,5,11,0,1,7,9,17,4,1,5,2,5,1,0,4,0,0,591908,591742,5730286
5.0,Morgan Hill,F,18:36,,2,7,0,0,1,1,5,2,0,2,0,1,1,0,2,0,0,591908,591742,5730286
40.0,Nicole Leff,F,11:38,,1,4,0,0,0,0,2,0,1,1,0,0,2,0,2,0,0,591908,591742,5730286
12.0,Blake Matthews,G,3:18,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591908,591742,5730286
3.0,Crystal Smith,G,26:48,,2,6,0,2,1,2,5,0,3,3,1,1,1,0,2,0,0,591908,591742,5730286
10.0,Destiny Terrell,G,19:07,,2,5,0,0,2,3,6,2,4,6,2,0,2,0,0,0,0,591908,591742,5730286
23.0,Melinda Winston,F,4:21,,0,0,0,0,2,2,2,1,0,1,0,1,0,0,1,0,0,591908,591742,5730286
32.0,Nya Bostic,G,5:32,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,591745,591767,5737810
30.0,Olivia Delancy,G,16:31,,1,3,1,2,0,0,3,1,1,2,0,4,0,0,2,0,0,591745,591767,5737810
44.0,Eliya Ellis,F,3:26,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,591745,591767,5737810
25.0,Saige Glover,F,25:00,,4,8,0,0,6,10,14,4,3,7,0,1,1,0,1,0,0,591745,591767,5737810
22.0,D'Mya Griffin,G,22:51,,7,14,5,7,0,0,19,0,4,4,0,1,0,0,4,0,0,591745,591767,5737810
0.0,Sabou Gueye,G,30:14,,3,11,0,1,1,2,7,1,5,6,2,5,0,1,2,0,0,591745,591767,5737810
5.0,Sydney Hendrix,F,33:51,,3,10,0,0,4,10,10,5,5,10,3,4,1,0,4,0,0,591745,591767,5737810
3.0,Tahnyjia Purifoy,G,27:46,,2,7,1,1,1,2,6,3,1,4,3,2,6,0,2,0,0,591745,591767,5737810
12.0,Jaliya Sharp,C,8:18,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,591745,591767,5737810
13.0,Ivet Subirats,G,26:31,,3,8,1,3,0,0,7,1,1,2,2,2,2,0,4,0,0,591745,591767,5737810
12.0,Amirah Allen,F,0:29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591767,591745,5737810
14.0,Vanessa Blake,F,15:50,,2,2,0,0,0,0,4,1,1,2,0,1,1,0,0,0,0,591767,591745,5737810
32.0,Janyah Bohanon,G,8:42,,1,1,0,0,0,2,2,0,0,0,0,1,1,1,0,0,0,591767,591745,5737810
3.0,Nyla Cooper,G,8:20,,0,2,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,591767,591745,5737810
22.0,Kaiya Creek,F,31:55,,5,8,3,5,4,5,17,0,4,4,1,2,0,0,1,0,0,591767,591745,5737810
11.0,Sa'lah Hemingway,F,4:50,,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,591767,591745,5737810
1.0,Destiny Howell,G,31:51,,8,17,2,9,5,7,23,1,5,6,2,4,1,0,3,0,0,591767,591745,5737810
0.0,Saniyah King,G,37:11,,5,9,1,1,2,2,13,0,1,1,5,4,2,0,3,0,0,591767,591745,5737810
25.0,Nile Miller,F,13:35,,1,5,0,0,0,0,2,3,1,4,0,1,2,0,4,0,0,591767,591745,5737810
5.0,Marissa Steel,F,20:34,,4,5,0,0,0,2,8,1,5,6,0,0,1,1,2,0,0,591767,591745,5737810
24.0,Zennia Thomas,F,12:18,,4,4,0,0,1,1,9,2,1,3,1,1,0,0,4,0,0,591767,591745,5737810
23.0,Tyana Walker,G,14:25,,0,4,0,1,0,0,0,0,1,1,0,4,3,1,1,0,0,591767,591745,5737810
25.0,Ayanna-Sarai Darrington,F,14:08,,2,4,0,0,0,0,4,4,2,6,0,1,0,0,4,0,0,591714,591719,5732223
22.0,Satori Griffin,G,1:52,,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,591714,591719,5732223
5.0,Mayla Ham,G,15:11,,2,4,0,0,0,0,4,1,0,1,1,1,1,0,0,0,0,591714,591719,5732223
40.0,Taylor Johnson,C,22:20,,1,3,0,0,2,2,4,0,1,1,0,5,0,0,4,0,0,591714,591719,5732223
52.0,Natalie Lathrop,C,1:54,,1,2,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,591714,591719,5732223
8.0,Jess Lawson,G,31:03,,3,6,0,1,4,8,10,2,8,10,3,6,1,0,1,0,0,591714,591719,5732223
0.0,Madi Morson,G,19:36,,6,14,0,4,1,1,13,0,1,1,2,1,0,0,3,0,0,591714,591719,5732223
30.0,Jayda Mosley,G,22:32,,1,7,1,6,0,0,3,0,2,2,2,1,0,0,0,0,0,591714,591719,5732223
23.0,Demetria Prewitt,F,32:24,,4,8,0,0,2,7,10,4,6,10,2,7,0,0,3,0,0,591714,591719,5732223
12.0,Riley Smith,F,9:14,,1,2,1,2,0,0,3,0,1,1,0,2,0,0,0,0,0,591714,591719,5732223
1.0,Lisa Tesson,G,29:46,,3,10,1,5,0,0,7,1,4,5,2,2,4,0,3,0,0,591714,591719,5732223
3.0,Anaya Barney,G,15:54,,2,4,1,2,0,0,5,0,1,1,1,0,0,0,2,0,0,591719,591714,5732223
2.0,Savannah Brooks,F,33:20,,6,10,2,4,3,3,17,2,3,5,3,3,4,2,0,0,0,591719,591714,5732223
0.0,Mallory Bruce,G,21:25,,4,7,1,2,0,0,9,0,0,0,1,2,2,0,4,0,0,591719,591714,5732223
1.0,Dalanna Carter,G,9:09,,0,2,0,1,0,2,0,0,1,1,0,1,1,0,0,0,0,591719,591714,5732223
4.0,Dawson Jemerson,G,3:30,,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,591719,591714,5732223
23.0,Jaidyn Koerdt,G,3:58,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591719,591714,5732223
22.0,Martina Lopez,C,1:55,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591719,591714,5732223
24.0,Jayden Marable,G,32:19,,3,6,0,0,0,3,6,1,2,3,6,3,0,0,2,0,0,591719,591714,5732223
10.0,Jaylen Ponder,F,1:26,,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,591719,591714,5732223
32.0,Alancia Ramsey,F,15:28,,2,4,0,1,1,4,5,2,2,4,1,5,1,0,4,0,0,591719,591714,5732223
20.0,Riley Stack,C,20:44,,1,6,0,2,4,4,6,0,8,8,0,2,1,3,4,0,0,591719,591714,5732223
11.0,Emilia Tenbrock,G,8:16,,0,2,0,1,0,0,0,0,1,1,0,0,0,1,2,0,0,591719,591714,5732223
5.0,Kristin Williams,G,32:35,,6,16,5,11,0,0,17,2,4,6,3,3,0,0,2,0,0,591719,591714,5732223
19.0,Charlotte Abraham,G,24:01,,4,9,3,7,1,1,12,1,5,6,0,0,2,0,4,0,0,591948,591986,5731471
8.0,Marta Alsina,G,15:58,,1,4,1,1,1,2,4,2,0,2,0,0,0,0,2,0,0,591948,591986,5731471
5.0,Jean Chiu,G,5:43,,1,3,0,1,0,0,2,0,1,1,1,1,0,0,0,0,0,591948,591986,5731471
33.0,Alex Covill,C,11:17,,2,3,0,0,0,0,4,0,0,0,0,3,0,1,1,0,0,591948,591986,5731471
7.0,Alice Dart,G,15:41,,0,2,0,1,5,6,5,1,4,5,0,0,0,0,3,0,0,591948,591986,5731471
12.0,Kyra Gardner,G,2:23,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,591948,591986,5731471
3.0,Candace Kpetikou,C,3:58,,0,1,0,0,0,0,0,0,2,2,0,1,1,0,1,0,0,591948,591986,5731471
11.0,Astera Tuhina,G,38:06,,3,7,2,4,5,7,13,1,6,7,4,2,1,1,3,0,0,591948,591986,5731471
10.0,Eleonora Villa,G,39:10,,7,23,1,7,4,4,19,1,0,1,0,0,4,1,1,0,0,591948,591986,5731471
34.0,Jenna Villa,G,24:45,,1,3,1,3,0,0,3,0,2,2,1,0,0,0,1,0,0,591948,591986,5731471
1.0,Tara Wallack,G,43:57,,8,15,0,3,5,8,21,1,5,6,5,1,3,5,4,0,0,591948,591986,5731471
3.0,Ellie Boni,G,35:38,,4,6,1,2,0,0,9,0,6,6,2,1,1,0,4,0,0,591986,591948,5731471
10.0,Jaecy Eggers,F,26:09,,4,8,1,2,2,4,11,3,4,7,1,3,0,0,1,0,0,591986,591948,5731471
2.0,Ella Gallatin,G,31:10,,4,10,2,4,1,2,11,0,4,4,1,2,0,0,3,0,0,591986,591948,5731471
4.0,Rachel Harvey,G,20:14,,1,5,0,0,1,4,3,0,2,2,2,1,0,1,2,0,0,591986,591948,5731471
52.0,Bella Hays,F,13:59,,3,5,0,0,0,0,6,1,3,4,1,0,0,0,2,0,0,591986,591948,5731471
11.0,Peyton Howard,G,27:05,,9,17,3,5,4,6,25,0,1,1,3,6,1,0,4,0,0,591986,591948,5731471
12.0,Paris Kirk,F,30:07,,1,5,0,0,0,3,2,4,9,13,3,3,0,0,2,0,0,591986,591948,5731471
1.0,Alexis Pettis,G,21:26,,3,9,1,1,0,0,7,1,3,4,3,1,1,0,1,0,0,591986,591948,5731471
5.0,Breeje Schuler,G,19:13,,3,6,2,2,0,0,8,1,3,4,0,2,0,0,2,0,0,591986,591948,5731471
23.0,Shadasia Brackens,F,15:29,,2,5,0,1,0,0,4,0,3,3,0,1,0,0,2,0,0,591844,591672,5722772
21.0,Amaya Brannon,G,1:46,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,591844,591672,5722772
12.0,Kyla Deck,G,36:18,,7,9,3,5,10,11,27,0,4,4,3,2,3,0,1,0,0,591844,591672,5722772
2.0,Ereauna Hardaway,G,22:14,,0,2,0,0,3,4,3,0,2,2,2,2,1,0,2,0,0,591844,591672,5722772
35.0,Aniyah Johnson,F,7:14,,0,0,0,0,2,2,2,0,0,0,1,2,2,0,0,0,0,591844,591672,5722772
24.0,Tommisha Lampkin,F,30:26,,7,11,0,0,9,19,23,9,4,13,1,2,0,0,1,0,0,591844,591672,5722772
14.0,Gwendlyn McGrew,G,7:17,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,591844,591672,5722772
4.0,Jaaucklyn Moore,G,21:11,,1,6,1,4,0,0,3,1,1,2,0,2,1,0,2,0,0,591844,591672,5722772
30.0,Chania Price,G,13:01,,1,2,0,1,0,0,2,0,1,1,1,0,1,0,3,0,0,591844,591672,5722772
33.0,Jaelyn Talley,F,13:48,,0,2,0,0,0,0,0,1,1,2,1,2,0,0,1,0,0,591844,591672,5722772
3.0,Desiree Wooten,G,31:17,,9,17,2,4,0,0,20,2,3,5,3,0,3,0,2,0,0,591844,591672,5722772
15.0,Jeanee Anderson,G,3:46,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591672,591844,5722772
1.0,Ashanti Backus,G,19:06,,1,1,0,0,0,0,2,0,0,0,1,5,1,0,0,0,0,591672,591844,5722772
3.0,Jayda Bowen,G,12:51,,2,2,0,0,0,1,4,0,1,1,0,3,0,0,4,0,0,591672,591844,5722772
5.0,Destiny Brown,F,23:18,,3,8,0,1,2,4,8,2,3,5,4,0,0,2,4,0,0,591672,591844,5722772
2.0,Nakia Cheathman,F,25:42,,4,8,0,3,1,1,9,2,6,8,0,5,1,2,0,0,0,591672,591844,5722772
30.0,Maya Claytor,G,19:56,,2,5,2,3,1,2,7,0,0,0,1,1,1,0,1,0,0,591672,591844,5722772
