,#,Name,P,MP,GS,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,PF,DQ,Tech Fouls,Team ID,Opponent ID,Game ID
11,,USC Upstate,,200:00,1,26,48,4,10,17,26,73,9,30,39,16,21,7,2,14,0,0,560551,560548,3972835
10,,North Florida,,200:00,1,22,65,9,36,7,12,60,14,17,31,13,16,8,3,21,0,0,560548,560551,3972835
11,,High Point,,200:00,1,30,69,14,35,6,6,80,10,33,43,19,10,4,11,16,2,0,560554,560550,3971807
9,,Wofford,,200:00,1,21,70,11,32,11,14,64,16,29,45,12,13,5,1,12,0,0,560550,560554,3971807
12,,High Point,,200:00,1,18,51,6,25,7,10,49,10,27,37,9,21,7,5,26,1,0,560554,560551,3979790
10,,USC Upstate,,200:00,1,15,49,7,15,22,27,59,10,26,36,12,15,6,3,13,0,0,560551,560554,3979790
9,,USC Upstate,,200:00,1,22,56,1,10,5,8,50,11,21,32,13,18,9,4,17,1,0,560551,560554,3982691
10,,High Point,,200:00,1,17,44,5,24,14,17,53,4,23,27,7,17,10,4,12,0,1,560554,560551,3982691
10,,UIW,,200:00,1,21,57,4,24,15,21,61,12,23,35,10,14,6,3,25,1,0,560549,560556,3977345
11,,A&M-Corpus Christi,,200:00,1,18,47,4,16,23,31,63,10,25,35,12,20,9,5,19,0,0,560556,560549,3977345
13,,A&M-Corpus Christi,,200:00,1,25,57,7,21,8,14,65,8,30,38,16,14,13,2,14,0,0,560556,560549,3984637
14,,UIW,,200:00,1,14,57,5,26,10,13,43,14,26,40,8,20,3,2,19,1,0,560549,560556,3984637
13,,Belmont,,200:00,1,26,50,3,11,15,18,70,8,35,43,11,19,6,5,12,0,0,560553,560559,3974325
13,,Lipscomb,,200:00,1,22,62,6,22,1,4,51,7,18,25,12,11,5,3,16,0,0,560559,560553,3974325
11,,Lipscomb,,250:00,1,31,72,8,29,24,30,94,11,41,52,16,11,7,4,20,1,0,560559,560548,3982304
11,,North Florida,,250:00,1,28,79,13,43,13,19,82,14,31,45,13,11,7,4,25,2,0,560548,560559,3982304
11,,North Florida,,200:00,1,12,37,6,22,8,13,38,2,23,25,6,21,4,4,24,0,0,560548,560561,3977271
14,,FGCU,,200:00,1,26,55,8,24,10,27,70,13,25,38,17,11,8,0,15,0,0,560561,560548,3977271
9,,Lipscomb,,200:00,1,22,55,2,12,8,12,54,7,22,29,6,16,7,4,17,1,0,560559,560561,3979955
12,,FGCU,,200:00,1,29,66,6,26,11,17,75,18,29,47,11,15,7,6,12,0,0,560561,560559,3979955
11,,FGCU,,200:00,1,28,64,10,36,9,12,75,9,33,42,15,8,12,6,11,0,0,560561,560548,3984328
11,,North Florida,,200:00,1,13,55,2,24,5,10,33,11,25,36,4,17,1,0,10,0,0,560548,560561,3984328
12,,Tarleton St.,,200:00,1,17,50,3,18,5,9,42,10,31,41,9,25,4,4,19,1,0,560568,560549,3974983
11,,UIW,,200:00,1,21,55,5,19,10,16,57,4,25,29,8,12,10,0,17,0,0,560549,560568,3974983
12,,Tarleton St.,,200:00,1,19,48,5,18,17,22,60,12,25,37,10,20,7,3,16,0,0,560568,560563,3982010
12,,Utah Valley,,200:00,1,19,51,2,12,15,23,55,10,19,29,8,14,13,4,21,0,0,560563,560568,3982010
9,,Utah Valley,,200:00,1,24,49,10,15,15,21,73,8,18,26,23,17,8,3,20,2,0,560563,560568,3984667
10,,Tarleton St.,,200:00,1,20,43,4,11,22,24,66,5,19,24,16,18,13,4,21,0,0,560568,560563,3984667
12,,UC San Diego,,200:00,1,19,65,5,29,7,13,50,12,23,35,11,13,9,0,15,0,0,560566,560570,3970249
10,,California Baptist,,200:00,1,23,48,7,25,11,17,64,3,36,39,15,20,8,2,18,1,0,560570,560566,3970249
8,,California Baptist,,200:00,1,30,54,14,25,6,10,80,2,30,32,24,15,6,1,19,0,0,560570,560563,3976948
13,,Utah Valley,,200:00,1,26,63,1,15,8,19,61,14,25,39,15,13,5,1,16,1,0,560563,560570,3976948
13,,Tarleton St.,,200:00,1,19,59,10,30,11,15,59,4,33,37,14,15,6,3,12,0,0,560568,560570,3977966
9,,California Baptist,,200:00,1,30,72,15,41,14,15,89,10,38,48,24,11,9,1,11,0,0,560570,560568,3977966
11,,Utah Valley,,225:00,1,32,68,11,33,17,26,92,10,37,47,26,21,8,5,16,1,0,560563,560570,3982945
9,,California Baptist,,225:00,1,32,75,13,36,12,15,89,7,32,39,24,17,16,2,20,2,0,560570,560563,3982945
10,,California Baptist,,200:00,1,31,70,20,50,15,18,97,11,32,43,28,9,8,0,15,0,0,560570,560568,3983895
11,,Tarleton St.,,200:00,1,23,62,10,28,8,8,64,7,28,35,17,18,3,0,14,1,1,560568,560570,3983895
12,,North Ala.,,200:00,1,25,65,11,40,6,12,67,7,20,27,19,11,6,1,18,0,0,560572,560559,3978472
10,,Lipscomb,,200:00,1,31,59,10,25,13,17,85,11,34,45,15,17,3,1,15,0,0,560559,560572,3978472
10,,North Ala.,,200:00,1,25,54,6,16,4,9,60,4,28,32,15,12,10,2,10,0,0,560572,560548,3980947
10,,North Florida,,200:00,1,19,54,5,25,8,10,51,7,28,35,9,15,3,5,14,0,0,560548,560572,3980947
12,,FGCU,,200:00,1,27,71,14,44,16,17,84,16,30,46,19,11,12,7,17,0,0,560561,560572,3982517
13,,North Ala.,,200:00,1,15,52,4,19,8,11,42,8,24,32,9,21,2,1,22,1,0,560572,560561,3982517
11,,Lipscomb,,200:00,1,24,61,8,21,11,19,67,18,37,55,15,22,7,4,17,0,0,560559,560572,3983722
13,,North Ala.,,200:00,1,19,66,6,29,9,20,53,15,23,38,9,14,15,8,19,0,0,560572,560559,3983722
13,,Abilene Christian,,225:00,1,29,71,15,38,23,34,96,17,35,52,20,16,4,3,20,0,0,560574,560570,3978204
9,,California Baptist,,224:58,1,33,83,6,32,21,25,93,17,31,48,16,10,9,3,30,4,0,560570,560574,3978204
13,,Abilene Christian,,200:00,1,27,58,9,29,10,14,73,11,38,49,14,17,2,0,7,0,0,560574,560568,3978948
13,,Tarleton St.,,200:00,1,19,65,9,30,4,4,51,8,21,29,8,11,4,4,13,0,0,560568,560574,3978948
11,,Tarleton St.,,200:00,1,24,54,8,19,18,23,74,11,22,33,12,16,5,0,18,0,0,560568,560574,3981016
11,,Abilene Christian,,200:00,1,23,50,7,21,13,20,66,6,18,24,14,17,6,7,22,1,0,560574,560568,3981016
10,,Abilene Christian,,200:00,1,21,56,6,31,18,25,66,13,32,45,18,20,8,4,11,0,0,560574,560563,3982257
12,,Utah Valley,,200:00,1,21,69,3,24,8,12,53,18,26,44,11,17,14,7,25,2,0,560563,560574,3982257
10,,California Baptist,,200:00,1,24,57,5,22,17,21,70,11,26,37,21,14,18,3,18,0,0,560570,560574,3983659
10,,Abilene Christian,,200:00,1,20,55,9,30,9,14,58,10,26,36,12,23,8,2,19,1,0,560574,560570,3983659
13,,Utah Valley,,200:00,1,18,56,5,24,9,15,50,5,18,23,17,14,9,2,11,0,0,560563,560574,3984704
14,,Abilene Christian,,200:00,1,31,60,11,31,8,8,81,9,33,42,26,17,9,1,15,0,0,560574,560563,3984704
10,,Abilene Christian,,200:00,1,14,55,6,18,7,10,41,8,22,30,9,11,9,2,11,0,1,560574,560568,5250931
8,,Tarleton St.,,200:00,1,20,51,4,12,10,11,54,9,33,42,11,18,7,6,11,0,0,560568,560574,5250931
10,,Alabama A&M,,200:00,1,26,54,5,12,13,19,70,6,22,28,13,13,8,6,13,0,0,560578,560572,3973330
12,,North Ala.,,200:00,1,21,51,6,19,9,15,57,10,24,34,11,21,7,2,16,0,0,560572,560578,3973330
13,,Kansas City,,200:00,1,20,62,2,10,15,21,57,16,23,39,10,14,7,4,12,0,0,560547,560578,3975220
11,,Alabama A&M,,200:00,1,19,49,4,11,10,11,52,8,27,35,6,23,5,2,16,0,0,560578,560547,3975220
13,,Alabama St.,,200:00,1,13,42,1,9,22,34,49,6,21,27,3,19,7,4,26,1,0,560580,560578,3979563
11,,Alabama A&M,,200:00,1,22,55,1,8,21,27,66,13,30,43,13,17,8,4,26,1,0,560578,560580,3979563
10,,Alabama A&M,,200:00,1,17,56,3,18,21,31,58,13,27,40,7,12,8,5,11,0,0,560578,560580,3984605
12,,Alabama St.,,200:00,1,17,48,6,19,7,10,47,6,29,35,10,23,5,5,26,1,0,560580,560578,3984605
12,,Alabama,,200:00,1,29,66,4,16,31,44,93,23,26,49,15,9,18,4,19,0,0,560582,560580,3970187
19,,Alabama St.,,200:00,1,13,43,1,10,12,17,39,7,20,27,7,32,3,7,36,1,0,560580,560582,3970187
10,,UAB,,200:00,1,25,57,3,15,17,21,70,10,25,35,14,12,9,2,12,0,0,560584,560578,3970232
12,,Alabama A&M,,200:00,1,25,61,5,15,8,14,63,13,22,35,9,15,8,6,20,0,0,560578,560584,3970232
11,,Merrimack,,200:00,1,21,53,4,14,9,10,55,9,21,30,8,17,11,4,24,0,0,560564,560586,3970206
11,,UAlbany,,200:00,1,15,44,8,22,20,29,58,9,23,32,10,19,5,4,17,0,0,560586,560564,3970206
10,,Alabama A&M,,200:00,1,25,53,5,17,12,18,67,9,19,28,12,21,13,0,19,1,1,560578,560588,3978090
11,,Alcorn,,200:00,1,20,47,3,8,15,24,58,12,24,36,10,23,12,2,18,1,1,560588,560578,3978090
13,,Alabama St.,,200:01,1,16,66,3,25,7,11,42,16,27,43,8,18,13,4,23,0,0,560580,560588,3978568
11,,Alcorn,,200:00,1,17,54,0,5,15,22,49,12,37,49,11,19,8,8,12,0,0,560588,560580,3978568
10,,Arizona St.,,200:00,1,28,56,5,17,16,22,77,7,29,36,10,10,2,2,19,0,0,560594,560554,3973021
12,,High Point,,200:00,1,22,59,5,22,20,26,69,11,19,30,7,9,3,1,18,0,0,560554,560594,3973021
11,,Arizona,,200:00,1,33,63,10,20,5,6,81,16,18,34,16,15,18,4,19,1,0,560595,560566,3974479
12,,UC San Diego,,200:00,1,12,40,3,17,11,12,38,10,15,25,8,28,9,2,11,0,0,560566,560595,3974479
12,,Arizona St.,,200:00,1,19,62,3,14,11,16,52,16,16,32,4,13,3,2,13,0,0,560594,560595,3975506
10,,Arizona,,200:00,1,34,60,13,20,10,17,91,13,30,43,24,12,5,6,17,0,0,560595,560594,3975506
8,,Arizona,,200:00,1,26,56,2,6,9,17,63,11,25,36,13,15,6,6,14,0,1,560595,560594,3996609
9,,Arizona St.,,200:00,1,20,56,5,18,7,19,52,13,23,36,11,14,6,4,17,0,1,560594,560595,3996609
13,,Kansas City,,200:00,1,22,51,4,20,14,18,62,9,33,42,12,21,5,3,26,1,0,560547,560597,3973950
11,,Arkansas St.,,200:00,1,17,56,3,10,20,29,57,10,19,29,7,12,9,1,17,0,0,560597,560547,3973950
11,,Arkansas St.,,225:00,1,25,56,7,19,25,36,82,9,28,37,13,14,7,1,19,0,0,560597,560572,3975214
11,,North Ala.,,225:00,1,27,66,10,38,14,17,78,12,25,37,14,16,7,0,24,2,0,560572,560597,3975214
11,,Akron,,200:00,1,24,67,5,29,14,21,67,24,22,46,12,17,3,2,16,0,0,560576,560597,4546531
10,,Arkansas St.,,200:00,1,32,60,7,19,10,13,81,5,21,26,12,10,8,3,19,0,0,560597,560576,4546531
10,,Arkansas St.,,200:00,1,24,49,2,8,7,15,57,10,31,41,5,23,8,1,20,0,0,560597,560592,3984334
10,,App State,,200:00,1,24,62,6,29,10,12,64,8,19,27,12,11,9,3,16,0,0,560592,560597,3984334
11,,Arkansas St.,,200:00,1,22,61,5,23,18,20,67,9,23,32,11,10,6,0,16,0,0,560597,560599,3971801
9,,Arkansas,,200:00,1,30,63,10,36,12,12,82,10,30,40,16,15,4,3,15,0,0,560599,560597,3971801
11,,Arkansas,,200:00,1,21,54,8,28,17,20,67,6,36,42,11,14,5,5,13,0,0,560599,560549,3976507
13,,UIW,,200:00,1,16,60,5,22,11,16,48,9,26,35,12,12,7,1,15,0,0,560549,560599,3976507
11,,Alabama,,200:00,1,24,65,8,20,3,7,59,12,23,35,11,15,6,3,19,1,0,560582,560599,3978528
8,,Arkansas,,200:00,1,29,72,6,24,13,18,77,21,31,52,8,13,5,11,14,0,0,560599,560582,3978528
9,,Arkansas,,200:00,1,24,68,11,38,11,15,70,11,21,32,15,11,6,4,17,0,0,560599,560582,3981027
12,,Alabama,,200:00,1,30,60,12,27,14,18,86,12,34,46,19,16,6,3,17,0,0,560582,560599,3981027
13,,Arkansas,,200:00,1,27,65,8,27,15,20,77,13,34,47,11,8,7,8,7,0,0,560599,560601,3971408
11,,Little Rock,,200:00,1,14,57,3,13,5,8,36,11,25,36,11,20,3,2,23,1,0,560601,560599,3971408
9,,Little Rock,,200:00,1,14,45,4,9,7,11,39,5,17,22,9,19,9,1,17,0,0,560601,560582,3972218
12,,Alabama,,200:00,1,23,47,6,17,11,17,63,11,28,39,14,22,7,2,18,0,0,560582,560601,3972218
9,,Arkansas St.,,200:00,1,20,45,14,24,20,26,74,11,25,36,15,18,4,2,12,0,0,560597,560601,3975532
11,,Little Rock,,200:00,1,22,55,4,8,11,11,59,8,16,24,15,11,10,1,23,1,0,560601,560597,3975532
15,,Auburn,,200:00,1,25,59,5,11,13,21,68,12,30,42,12,20,13,8,17,0,1,560603,560578,3973093
12,,Alabama A&M,,200:00,1,16,61,2,8,11,16,45,16,26,42,3,23,8,4,18,0,0,560578,560603,3973093
10,,UAB,,200:00,1,18,61,7,24,19,23,62,15,21,36,9,17,6,1,18,0,0,560584,560603,3974139
12,,Auburn,,200:00,1,28,60,2,5,14,23,72,14,30,44,14,16,9,6,22,0,0,560603,560584,3974139
10,,Little Rock,,200:00,1,18,41,1,4,8,17,45,5,20,25,7,19,7,1,20,1,0,560601,560603,3974998
13,,Auburn,,200:00,1,22,53,4,10,10,15,58,12,20,32,10,19,8,1,18,0,0,560603,560601,3974998
16,,Auburn,,200:00,1,37,78,4,14,16,24,94,22,19,41,25,14,28,1,14,0,0,560603,560580,3975159
15,,Alabama St.,,200:00,1,14,42,3,8,6,8,37,8,20,28,7,40,7,7,22,2,0,560580,560603,3975159
14,,Auburn,,200:00,1,30,71,8,16,11,12,79,13,28,41,20,11,7,6,9,0,0,560603,560572,3976520
12,,North Ala.,,200:00,1,24,60,6,22,4,7,58,9,28,37,11,21,5,0,15,0,0,560572,560603,3976520
11,,Auburn,,200:00,1,27,57,3,8,21,29,78,11,22,33,18,11,11,2,18,0,0,560603,560582,3979541
12,,Alabama,,200:00,1,23,56,3,15,16,20,65,12,23,35,9,17,5,2,21,2,0,560582,560603,3979541
8,,Arkansas,,200:00,1,24,62,7,25,19,27,74,15,29,44,8,15,2,6,18,0,0,560599,560603,3981582
10,,Auburn,,200:00,1,27,68,5,20,13,24,72,14,27,41,13,9,12,6,28,1,0,560603,560599,3981582
10,,Alabama,,200:00,1,24,58,7,21,12,18,67,10,23,33,12,15,7,3,14,1,0,560582,560603,3983473
12,,Auburn,,200:00,1,24,53,4,14,9,15,61,8,27,35,13,18,7,4,19,0,1,560603,560582,3983473
14,,Auburn,,200:00,1,29,62,5,12,4,7,67,8,35,43,19,12,8,4,13,0,0,560603,560599,5249595
9,,Arkansas,,200:00,1,17,53,6,20,8,17,48,6,28,34,9,16,3,2,11,0,0,560599,560603,5249595
12,,Auburn,,200:00,1,23,58,1,7,12,19,59,17,20,37,11,23,13,5,27,2,0,560603,560595,5254155
8,,Arizona,,200:00,1,22,46,5,12,20,30,69,6,19,25,13,18,13,4,21,1,0,560595,560603,5254155
10,,Austin Peay,,200:00,1,23,47,6,14,26,39,78,8,30,38,13,18,7,0,24,0,0,560605,560547,3972692
15,,Kansas City,,200:00,1,23,63,2,12,15,23,63,12,19,31,11,14,8,4,33,2,0,560547,560605,3972692
11,,North Ala.,,200:00,1,28,54,15,35,8,14,79,8,34,42,19,19,4,0,9,1,0,560572,560605,3977900
9,,Austin Peay,,200:00,1,30,73,9,27,6,8,75,11,19,30,14,8,12,4,14,0,0,560605,560572,3977900
9,,Austin Peay,,200:00,1,20,61,3,18,8,13,51,11,24,35,11,10,7,2,13,0,0,560605,560559,3979386
9,,Lipscomb,,200:00,1,22,53,7,15,10,14,61,9,32,41,13,15,6,3,15,0,0,560559,560605,3979386
9,,Austin Peay,,200:00,1,22,49,0,5,10,17,54,11,21,32,7,20,5,4,26,1,0,560605,560561,3980501
10,,FGCU,,200:00,1,20,47,7,19,18,22,65,8,20,28,9,16,10,1,19,0,0,560561,560605,3980501
10,,North Florida,,200:00,1,18,48,6,18,10,14,52,6,25,31,6,15,7,1,16,0,0,560548,560605,3981811
9,,Austin Peay,,200:00,1,18,48,2,15,12,21,50,7,22,29,8,12,7,4,13,0,0,560605,560548,3981811
9,,Lipscomb,,200:00,1,23,59,5,18,9,15,60,5,27,32,9,13,7,5,14,0,0,560559,560605,3983301
10,,Austin Peay,,200:00,1,27,66,10,27,9,11,73,13,35,48,18,12,9,10,12,0,0,560605,560559,3983301
10,,Austin Peay,,200:00,1,20,59,5,12,13,14,58,13,21,34,13,16,9,3,11,1,0,560605,560572,3983997
10,,North Ala.,,200:00,1,22,48,6,15,9,11,59,5,27,32,14,21,8,5,13,0,0,560572,560605,3983997
12,,FGCU,,200:00,1,24,55,11,29,15,23,74,15,22,37,16,12,9,2,14,0,0,560561,560605,5250011
9,,Austin Peay,,200:00,1,22,51,1,4,7,10,52,9,17,26,10,17,3,4,22,1,0,560605,560561,5250011
10,,Akron,,225:00,1,24,58,7,21,9,17,64,10,33,43,11,20,3,1,18,0,0,560576,560607,3977056
10,,Ball St.,,225:00,1,24,62,8,25,15,26,71,10,27,37,12,11,13,7,19,1,0,560607,560576,3977056
14,,Ball St.,,200:00,1,27,57,7,21,14,16,75,10,27,37,15,15,10,2,11,0,0,560607,560576,3984143
11,,Akron,,200:00,1,16,51,3,15,6,6,41,8,21,29,10,23,7,0,13,0,0,560576,560607,3984143
14,,Ball St.,,200:00,1,19,51,4,19,17,24,59,9,21,30,8,16,9,7,15,0,1,560607,560553,5254264
12,,Belmont,,200:00,1,26,52,11,24,14,15,77,6,26,32,17,15,11,2,20,2,1,560553,560607,5254264
9,,USC Upstate,,200:00,1,17,49,5,14,20,22,59,5,21,26,10,19,14,2,17,0,0,560551,560609,3978093
11,,Charleston So.,,200:00,1,21,64,7,24,9,12,58,17,20,37,7,22,4,7,18,0,0,560609,560551,3978093
11,,Charleston So.,,200:00,1,19,62,3,14,16,19,57,11,28,39,9,14,8,0,18,1,0,560609,560554,3979372
14,,High Point,,200:00,1,27,59,13,27,7,10,74,4,33,37,15,15,6,1,16,0,0,560554,560609,3979372
10,,Charleston So.,,200:00,1,26,58,5,19,9,15,66,12,26,38,13,19,14,13,16,0,0,560609,560551,3983556
9,,USC Upstate,,200:00,1,20,61,9,23,10,15,59,16,21,37,11,20,9,1,17,1,0,560551,560609,3983556
10,,High Point,,200:00,1,21,54,9,30,12,19,63,11,23,34,13,17,11,2,18,0,0,560554,560609,3983940
11,,Charleston So.,,200:00,1,17,51,1,14,11,13,46,11,26,37,9,26,6,2,19,1,0,560609,560554,3983940
14,,Baylor,,200:00,1,32,58,11,29,18,22,93,13,22,35,22,14,16,4,13,0,0,560611,560588,3973029
12,,Alcorn,,200:00,1,19,46,3,9,6,8,47,5,14,19,10,23,8,1,20,0,0,560588,560611,3973029
9,,Bethune-Cookman,,200:00,1,22,58,3,14,19,27,66,14,20,34,14,16,15,1,15,0,0,560613,560588,3980575
10,,Alcorn,,200:00,1,21,58,4,15,12,14,58,18,26,44,16,25,9,4,23,0,0,560588,560613,3980575
13,,Alabama St.,,200:00,1,23,59,6,23,4,13,56,17,32,49,13,21,8,3,18,0,0,560580,560613,3981367
8,,Bethune-Cookman,,200:00,1,18,62,3,17,14,19,53,13,26,39,6,12,7,2,15,0,0,560613,560580,3981367
11,,Alabama A&M,,225:00,1,31,79,1,14,13,18,76,22,32,54,11,18,10,2,20,0,0,560578,560613,3981608
8,,Bethune-Cookman,,225:00,1,23,61,6,16,20,30,72,10,26,36,9,18,6,2,18,1,0,560613,560578,3981608
10,,Alcorn,,200:00,1,17,42,3,10,14,24,51,6,25,31,10,16,10,1,24,0,2,560588,560613,3983092
11,,Bethune-Cookman,,200:00,1,10,47,1,16,19,33,40,13,21,34,1,19,5,1,23,1,1,560613,560588,3983092
10,,Bethune-Cookman,,200:00,1,20,62,3,16,15,24,58,15,23,38,11,16,12,5,18,0,0,560613,560578,3983956
10,,Alabama A&M,,200:00,1,20,57,6,10,17,26,63,19,30,49,11,20,10,2,18,0,0,560578,560613,3983956
11,,Bethune-Cookman,,200:00,1,29,61,2,11,24,34,84,13,29,42,23,9,9,4,18,1,0,560613,560580,3984086
15,,Alabama St.,,200:00,1,13,51,2,13,15,17,43,9,23,32,10,25,6,4,24,1,0,560580,560613,3984086
11,,App State,,200:00,1,23,56,4,17,18,27,68,11,21,32,11,12,12,6,15,0,0,560592,560615,3972746
14,,Binghamton,,200:00,1,19,50,4,16,15,16,57,8,18,26,11,18,5,3,22,0,0,560615,560592,3972746
12,,Binghamton,,200:00,1,21,48,4,15,12,16,58,3,23,26,6,14,4,3,16,1,0,560615,560586,3978356
8,,UAlbany,,200:00,1,25,57,2,11,8,14,60,13,25,38,11,13,5,0,16,0,0,560586,560615,3978356
9,,UAlbany,,200:00,1,20,49,5,11,15,19,60,11,21,32,10,15,5,5,14,0,0,560586,560615,3982025
13,,Binghamton,,200:00,1,20,49,6,17,6,9,52,7,18,25,10,14,7,5,18,1,0,560615,560586,3982025
10,,UC San Diego,,200:00,1,21,55,7,24,13,19,62,8,23,31,14,14,8,9,17,0,0,560566,560617,3975894
10,,Boise St.,,200:00,1,19,54,4,12,14,17,56,12,30,42,16,17,8,8,21,1,0,560617,560566,3975894
10,,American,,250:00,1,30,72,11,25,20,26,91,12,26,38,19,15,10,3,25,2,0,560590,560621,3977646
9,,Boston U.,,250:00,1,30,61,7,18,20,27,87,9,31,40,15,24,7,5,20,1,0,560621,560590,3977646
10,,Boston U.,,200:00,1,21,52,6,23,10,15,58,5,25,30,13,20,14,7,16,0,0,560621,560590,3983625
12,,American,,200:00,1,21,61,4,16,10,16,56,18,27,45,15,22,12,1,20,1,0,560590,560621,3983625
12,,Ball St.,,200:00,1,27,62,9,21,13,16,76,14,22,36,17,16,9,3,23,0,0,560607,560623,3978225
11,,Bowling Green,,200:00,1,18,47,5,19,20,24,61,7,23,30,7,18,6,6,17,0,0,560623,560607,3978225
10,,Bowling Green,,200:00,1,24,56,4,19,18,28,70,12,28,40,13,11,7,4,11,0,0,560623,560576,3978641
12,,Akron,,200:00,1,23,64,9,23,4,4,59,13,25,38,13,14,3,3,25,1,0,560576,560623,3978641
11,,Akron,,200:00,1,26,61,12,25,4,7,68,14,17,31,18,11,4,3,12,0,0,560576,560623,3983551
10,,Bowling Green,,200:00,1,28,56,6,15,12,17,74,15,23,38,15,12,2,2,14,0,0,560623,560576,3983551
15,,Kansas City,,200:00,1,25,58,4,12,19,33,73,15,28,43,15,19,6,3,32,1,0,560547,560625,3970221
12,,Bradley,,200:00,1,20,51,5,18,21,33,66,7,20,27,8,19,10,5,32,2,0,560625,560547,3970221
11,,Bradley,,200:00,1,21,56,5,24,10,14,57,10,31,41,10,20,3,2,14,0,0,560625,560613,3972679
11,,Bethune-Cookman,,200:00,1,26,66,3,13,9,15,64,13,28,41,13,9,10,0,12,0,0,560613,560625,3972679
14,,Belmont,,200:00,1,29,64,12,26,19,24,89,13,30,43,17,9,12,4,17,0,0,560553,560625,3976986
10,,Bradley,,200:00,1,17,51,3,16,10,17,47,7,24,31,9,18,2,0,17,0,0,560625,560553,3976986
9,,Bradley,,200:00,1,28,62,9,19,7,12,72,13,20,33,16,13,5,1,15,1,0,560625,560553,3984584
11,,Belmont,,200:00,1,28,59,7,19,14,20,77,12,22,34,18,10,9,6,14,0,0,560553,560625,3984584
11,,BYU,,200:00,1,24,59,7,20,4,11,59,18,37,55,17,20,5,5,17,0,0,560627,560563,3971353
12,,Utah Valley,,200:00,1,16,56,3,17,9,12,44,5,22,27,8,11,7,5,17,0,0,560563,560627,3971353
13,,BYU,,200:00,1,24,57,7,18,10,22,65,12,40,52,19,17,6,7,18,1,0,560627,560617,3974790
16,,Boise St.,,200:00,1,20,66,3,18,7,17,50,13,26,39,14,13,4,5,19,0,0,560617,560627,3974790
8,,BYU,,200:00,1,30,57,8,20,10,13,78,7,38,45,20,19,6,2,16,0,0,560627,560611,3981676
10,,Baylor,,200:00,1,23,66,9,28,11,16,66,9,23,32,18,11,7,1,19,1,0,560611,560627,3981676
13,,Brown,,200:00,1,23,58,5,18,7,14,58,8,23,31,8,12,7,3,17,0,0,560629,560561,3970301
13,,FGCU,,200:00,1,29,66,16,42,6,9,80,14,30,44,17,15,3,3,10,0,0,560561,560629,3970301
12,,Merrimack,,200:00,1,23,42,6,14,13,17,65,8,31,39,16,28,8,1,24,0,0,560564,560630,3972587
11,,Bryant,,200:00,1,23,60,8,28,6,15,60,12,14,26,15,17,11,0,21,0,0,560630,560564,3972587
8,,Bryant,,200:00,1,22,57,5,14,4,7,53,9,30,39,13,18,8,4,10,0,0,560630,560629,3973420
10,,Brown,,200:00,1,23,64,7,32,5,8,58,13,28,41,14,14,12,5,12,0,0,560629,560630,3973420
12,,Boston College,,200:00,1,37,66,5,18,15,24,94,10,22,32,27,13,19,1,17,0,0,560619,560630,3975928
9,,Bryant,,200:00,1,23,50,3,15,8,11,57,8,27,35,13,32,4,1,20,1,0,560630,560619,3975928
10,,UAlbany,,200:00,1,27,52,4,9,11,16,69,8,25,33,16,13,7,1,16,0,0,560586,560630,3976851
11,,Bryant,,200:00,1,18,44,5,17,9,21,50,6,16,22,11,14,7,2,17,0,0,560630,560586,3976851
11,,Binghamton,,200:00,1,19,58,5,16,8,8,51,11,30,41,12,15,5,2,18,0,0,560615,560630,3977944
8,,Bryant,,200:00,1,24,58,3,17,11,16,62,9,28,37,10,10,5,2,11,0,0,560630,560615,3977944
9,,Bryant,,200:00,1,24,54,4,16,10,17,62,12,22,34,10,12,5,3,16,1,0,560630,560586,3979385
10,,UAlbany,,200:00,1,25,59,4,16,10,15,64,16,22,38,16,12,2,5,17,0,0,560586,560630,3979385
9,,Bryant,,200:00,1,18,53,2,12,17,24,55,13,33,46,6,14,3,1,14,0,0,560630,560615,3982422
14,,Binghamton,,200:00,1,20,57,5,21,6,9,51,6,28,34,11,9,6,5,21,2,0,560615,560630,3982422
9,,Bryant,,200:00,1,20,54,6,16,5,10,51,7,28,35,10,18,7,3,16,0,0,560630,560615,5250009
11,,Binghamton,,200:00,1,17,51,5,17,17,21,56,7,30,37,9,15,10,4,16,0,0,560615,560630,5250009
9,,Bucknell,,200:00,1,19,54,8,22,18,26,64,11,29,40,11,21,10,3,14,0,0,560634,560564,3975501
11,,Merrimack,,200:00,1,17,59,5,24,5,10,44,11,23,34,7,20,6,6,25,1,1,560564,560634,3975501
11,,American,,200:00,1,25,60,3,12,5,7,58,11,28,39,12,11,11,4,12,1,1,560590,560634,3977284
9,,Bucknell,,200:00,1,16,52,7,18,8,11,47,9,25,34,9,15,6,1,13,0,0,560634,560590,3977284
10,,Bucknell,,200:00,1,20,53,8,15,13,18,61,10,27,37,13,12,6,8,22,0,0,560634,560621,3978642
9,,Boston U.,,200:00,1,18,58,5,17,11,20,52,13,24,37,12,11,9,7,15,2,0,560621,560634,3978642
12,,Bucknell,,200:00,1,21,54,5,17,14,19,61,8,38,46,12,17,9,6,12,0,0,560634,560590,3981567
11,,American,,200:00,1,17,64,6,25,7,10,47,9,23,32,12,15,11,5,18,2,0,560590,560634,3981567
9,,Boston U.,,200:00,1,24,53,10,25,2,4,60,10,17,27,17,16,5,3,11,0,1,560621,560634,3982403
