,#,Name,P,MP,GS,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,PF,DQ,Tech Fouls,Team ID,Opponent ID,Game ID
10,,Central Conn. St.,,200:00,1,23,52,5,16,13,19,64,6,17,23,7,13,10,1,23,0,0,560670,560942,3973805
12,,New Hampshire,,200:00,1,19,50,5,10,9,10,52,11,26,37,8,21,10,3,18,0,0,560942,560629,3974648
10,,Brown,,200:00,1,15,50,6,26,17,21,53,12,21,33,8,18,13,4,16,0,0,560629,560942,3974648
10,,UMass Lowell,,200:00,1,29,60,6,21,6,8,70,14,24,38,25,20,13,5,17,0,0,560856,560942,3977063
12,,New Hampshire,,200:00,1,22,63,2,12,7,10,53,15,18,33,14,20,13,2,13,0,0,560942,560856,3977063
13,,New Hampshire,,200:00,1,19,45,5,11,9,12,52,5,17,22,11,27,13,2,17,1,0,560942,560864,3977943
13,,Maine,,200:00,1,27,55,9,30,15,16,78,12,23,35,15,22,18,3,9,0,0,560864,560942,3977943
10,,Bryant,,200:00,1,17,45,5,18,16,26,55,10,31,41,9,22,4,2,19,0,0,560630,560942,3978372
11,,New Hampshire,,200:00,1,22,62,3,18,7,10,54,10,24,34,9,14,11,3,22,1,0,560942,560630,3978372
13,,New Hampshire,,200:00,1,18,45,6,14,14,16,56,10,28,38,12,21,10,3,10,0,0,560942,560874,3979115
12,,UMBC,,200:00,1,15,50,5,26,2,4,37,7,19,26,10,16,6,0,15,0,0,560874,560942,3979115
14,,Binghamton,,200:00,1,28,50,11,23,6,8,73,5,25,30,25,21,6,2,13,0,0,560615,560942,3979970
14,,New Hampshire,,200:00,1,26,62,4,12,7,12,63,13,18,31,12,17,13,2,13,0,0,560942,560615,3979970
11,,UAlbany,,200:00,1,17,39,7,15,13,15,54,8,24,32,14,26,11,2,17,0,0,560586,560942,3980108
11,,New Hampshire,,200:00,1,16,52,2,14,12,15,46,13,14,27,10,17,14,2,20,1,0,560942,560586,3980108
13,,New Hampshire,,200:00,1,28,48,4,8,6,7,66,8,25,33,16,22,14,5,19,0,0,560942,560856,3981453
12,,UMass Lowell,,200:00,1,17,50,4,13,14,19,52,9,12,21,10,16,10,4,9,0,1,560856,560942,3981453
13,,New Hampshire,,200:00,1,23,55,8,20,14,20,68,12,20,32,8,11,7,1,22,1,0,560942,560630,3981987
9,,Bryant,,200:00,1,23,46,8,20,17,24,71,7,25,32,14,16,2,2,17,0,0,560630,560942,3981987
10,,Maine,,200:00,1,24,61,10,29,9,12,67,15,28,43,13,10,4,2,17,0,0,560864,560942,3982342
13,,New Hampshire,,200:00,1,17,53,4,13,10,16,48,11,24,35,12,11,4,1,17,1,0,560942,560864,3982342
11,,UMBC,,200:00,1,18,62,3,28,14,16,53,18,21,39,9,11,4,2,16,1,0,560874,560942,3983864
12,,New Hampshire,,200:00,1,17,55,1,10,8,12,43,16,25,41,4,18,5,6,24,1,0,560942,560874,3983864
13,,New Hampshire,,200:00,1,16,57,6,19,2,3,40,12,17,29,8,10,14,1,12,1,0,560942,560586,3984292
9,,UAlbany,,200:00,1,16,40,6,18,7,7,45,7,29,36,12,21,7,2,8,0,0,560586,560942,3984292
10,,New Hampshire,,200:00,1,19,62,4,15,14,19,56,21,17,38,8,12,6,3,14,0,0,560942,560615,3984435
12,,Binghamton,,200:00,1,24,46,7,17,10,12,65,6,23,29,13,17,4,6,17,0,0,560615,560942,3984435
12,,NJIT,,225:00,1,18,55,5,22,7,12,48,14,36,50,8,25,5,12,20,0,0,560944,560564,3970748
12,,Merrimack,,225:00,1,15,66,2,13,13,24,45,18,25,43,7,14,13,6,15,0,0,560564,560944,3970748
13,,Lafayette,,200:00,1,31,60,5,16,16,20,83,13,27,40,16,16,6,1,14,0,0,560839,560944,3972523
13,,NJIT,,200:00,1,21,55,2,15,16,18,60,9,18,27,13,15,7,2,19,0,0,560944,560839,3972523
13,,Hofstra,,200:00,1,23,60,6,17,15,20,67,12,26,38,14,16,11,7,17,1,0,560788,560944,3972923
12,,NJIT,,200:00,1,23,55,4,15,15,20,65,9,28,37,8,17,11,7,16,0,0,560944,560788,3972923
10,,FDU,,200:00,1,16,57,5,18,9,14,46,18,19,37,9,21,13,0,18,0,0,560748,560944,3973434
13,,NJIT,,200:00,1,21,46,3,15,16,18,61,7,26,33,8,20,13,4,12,0,0,560944,560748,3973434
10,,Miami (FL),,200:00,1,34,59,7,16,12,18,87,13,29,42,19,12,10,7,20,0,0,560890,560944,3974089
14,,NJIT,,200:00,1,17,54,2,13,7,14,43,12,14,26,11,16,4,3,14,0,0,560944,560890,3974089
12,,NJIT,,200:00,1,22,64,5,21,9,17,58,17,27,44,16,13,11,10,11,0,0,560944,560846,3976511
11,,LIU,,200:00,1,21,63,3,19,9,12,54,16,30,46,12,17,8,6,14,1,0,560846,560944,3976511
10,,UAlbany,,200:00,1,24,48,8,16,21,24,77,11,23,34,13,16,6,5,14,0,0,560586,560944,3977087
13,,NJIT,,200:00,1,13,44,1,6,9,14,36,9,13,22,3,21,10,4,24,1,0,560944,560586,3977087
12,,NJIT,,200:00,1,25,62,3,7,14,15,67,12,29,41,8,16,7,5,15,1,0,560944,560856,3977852
10,,UMass Lowell,,200:00,1,25,64,9,18,11,16,70,12,24,36,18,11,11,8,13,0,0,560856,560944,3977852
11,,New Hampshire,,200:00,1,21,54,4,13,10,18,56,13,24,37,10,15,12,2,12,0,0,560942,560944,3978957
12,,NJIT,,200:00,1,18,53,11,28,3,6,50,13,22,35,12,21,8,3,17,1,0,560944,560942,3978957
16,,Maine,,200:00,1,29,65,9,25,14,21,81,17,31,48,21,12,7,6,16,0,0,560864,560944,3979147
14,,NJIT,,200:00,1,14,49,2,11,9,13,39,5,23,28,3,19,5,2,20,0,0,560944,560864,3979147
9,,Bryant,,200:00,1,26,54,8,19,13,24,73,7,33,40,21,14,1,4,18,0,0,560630,560944,3979968
13,,NJIT,,200:00,1,24,62,3,14,13,19,64,9,29,38,6,13,9,6,24,1,0,560944,560630,3979968
13,,NJIT,,200:00,1,23,50,3,9,12,18,61,9,20,29,8,19,7,8,24,1,0,560944,560874,3980439
11,,UMBC,,200:00,1,27,62,5,13,13,19,72,19,20,39,15,13,6,2,20,0,0,560874,560944,3980439
11,,NJIT,,200:00,1,19,50,3,8,17,28,58,12,27,39,5,15,3,2,21,1,0,560944,560615,3981022
13,,Binghamton,,200:00,1,22,68,7,24,12,19,63,17,24,41,13,8,6,5,22,0,0,560615,560944,3981022
12,,UMass Lowell,,200:00,1,22,66,2,17,10,15,56,12,24,36,9,13,6,2,24,0,0,560856,560944,3982126
12,,NJIT,,200:00,1,25,56,3,10,15,20,68,10,35,45,5,17,6,5,17,0,0,560944,560856,3982126
10,,NJIT,,200:00,1,14,48,1,9,7,10,36,12,23,35,5,21,6,8,13,0,0,560944,560586,3982992
10,,UAlbany,,200:00,1,15,49,2,14,6,14,38,13,20,33,5,19,11,5,12,0,0,560586,560944,3982992
14,,Binghamton,,200:00,1,28,60,8,20,4,7,68,10,28,38,14,13,8,5,16,0,0,560615,560944,3983360
16,,NJIT,,200:00,1,18,59,2,14,10,15,48,15,23,38,4,16,6,5,9,0,0,560944,560615,3983360
12,,NJIT,,200:00,1,23,52,8,22,10,13,64,8,21,29,11,19,7,7,16,1,0,560944,560942,3983767
12,,New Hampshire,,200:00,1,21,61,1,12,9,16,52,21,21,42,11,15,9,2,17,1,0,560942,560944,3983767
16,,NJIT,,200:00,1,17,53,3,10,9,14,46,12,23,35,4,18,6,5,14,0,0,560944,560864,3983889
13,,Maine,,200:00,1,28,63,10,27,6,8,72,13,28,41,13,13,9,3,15,0,0,560864,560944,3983889
11,,UMBC,,225:00,1,29,66,7,12,11,19,76,12,24,36,16,11,5,0,19,1,0,560874,560944,3984307
14,,NJIT,,225:00,1,32,57,2,12,11,23,77,7,30,37,7,15,7,2,18,0,0,560944,560874,3984307
16,,NJIT,,200:00,1,23,58,8,23,10,19,64,17,32,49,14,11,5,5,15,0,0,560944,560630,3984531
12,,Bryant,,200:00,1,15,58,2,14,6,16,38,15,21,36,9,12,4,4,19,1,0,560630,560944,3984531
10,,UAlbany,,200:00,1,22,51,4,12,9,14,57,8,23,31,12,16,12,3,13,0,0,560586,560944,5250007
16,,NJIT,,200:00,1,16,48,5,21,5,9,42,8,22,30,7,22,7,3,12,0,0,560944,560586,5250007
10,,New Mexico St.,,200:00,1,19,55,7,15,12,18,57,5,19,24,12,23,12,0,15,0,0,560946,560595,3970268
10,,Arizona,,200:00,1,29,59,5,20,5,11,68,7,22,29,13,26,10,7,20,0,0,560595,560946,3970268
10,,UIW,,200:00,1,16,49,4,25,16,29,52,14,18,32,9,10,9,0,16,0,0,560549,560946,3971166
11,,New Mexico St.,,200:00,1,25,47,4,9,5,11,59,7,25,32,11,16,5,0,22,0,0,560946,560549,3971166
11,,Hampton,,200:00,1,14,50,4,15,15,22,47,9,16,25,3,18,5,1,16,0,0,560779,560946,3972760
11,,New Mexico St.,,200:00,1,30,62,10,20,8,10,78,14,30,44,18,17,5,2,19,0,0,560946,560779,3972760
11,,CSU Bakersfield,,200:00,1,22,62,10,30,5,9,59,10,26,36,18,13,9,6,16,0,0,560642,560946,3972838
11,,New Mexico St.,,200:00,1,27,65,1,17,9,16,64,15,32,47,15,14,7,1,15,0,0,560946,560642,3972838
10,,New Mexico St.,,200:00,1,19,61,2,11,15,17,55,13,17,30,6,17,9,1,25,1,0,560946,560660,3974248
10,,UC Irvine,,200:00,1,21,48,3,13,16,21,61,9,24,33,10,21,7,4,20,0,0,560660,560946,3974248
11,,New Mexico St.,,200:00,1,25,47,6,13,14,19,70,7,24,31,18,19,9,2,19,0,0,560946,560563,3975391
12,,Utah Valley,,200:00,1,14,50,3,24,8,20,39,14,14,28,5,23,11,1,21,0,0,560563,560946,3975391
10,,Austin Peay,,225:00,1,23,46,2,11,9,16,57,9,26,35,7,25,5,5,14,0,0,560605,560946,3975858
11,,New Mexico St.,,225:00,1,23,55,2,5,7,10,55,7,17,24,9,16,15,5,18,1,0,560946,560605,3975858
10,,New Mexico St.,,200:00,1,18,53,2,10,14,23,52,17,23,40,8,26,6,0,22,1,0,560946,560753,3977835
10,,FIU,,200:00,1,21,56,4,19,11,17,57,9,21,30,8,18,13,3,24,1,0,560753,560946,3977835
13,,Middle Tenn.,,200:00,1,29,53,6,19,21,23,85,8,33,41,16,18,5,5,18,0,0,560898,560946,3979072
11,,New Mexico St.,,200:00,1,18,61,2,19,10,15,48,12,18,30,6,19,4,0,21,1,0,560946,560898,3979072
11,,New Mexico St.,,225:00,1,26,56,6,17,8,11,66,5,25,30,14,18,10,3,17,1,0,560946,560852,3980077
12,,Louisiana Tech,,225:00,1,22,60,8,14,12,16,64,8,22,30,13,16,6,2,17,0,0,560852,560946,3980077
11,,Liberty,,200:00,1,26,58,8,19,9,9,69,16,26,42,14,17,5,4,14,0,0,560844,560946,3980999
12,,New Mexico St.,,200:00,1,19,53,3,9,12,17,53,11,15,26,10,13,8,0,15,0,0,560946,560844,3980999
12,,Jacksonville St.,,200:00,1,19,45,7,21,11,15,56,11,23,34,11,23,8,3,11,0,0,560823,560946,3981436
11,,New Mexico St.,,200:00,1,19,52,2,11,9,14,49,12,18,30,7,16,8,1,22,0,0,560946,560823,3981436
12,,New Mexico St.,,200:00,1,15,52,3,15,4,9,37,14,19,33,5,21,3,2,16,1,0,560946,560898,3982866
9,,Middle Tenn.,,200:00,1,23,63,12,38,15,17,73,15,23,38,16,9,7,5,19,0,0,560898,560946,3982866
12,,Louisiana Tech,,225:00,1,21,50,6,17,22,28,70,6,19,25,11,12,8,0,13,0,0,560852,560946,3983932
10,,New Mexico St.,,225:00,1,28,51,3,14,4,8,63,5,22,27,11,20,5,0,24,1,0,560946,560852,3983932
10,,New Mexico St.,,200:00,1,21,53,4,13,10,20,56,10,19,29,12,9,2,1,14,0,0,560946,560844,3984275
10,,Liberty,,200:00,1,23,52,5,14,9,11,60,8,22,30,12,9,3,0,14,0,0,560844,560946,3984275
10,,New Mexico St.,,200:00,1,20,55,3,11,8,10,51,7,26,33,9,18,2,2,19,0,0,560946,560823,3984486
12,,Jacksonville St.,,200:00,1,23,58,3,21,11,15,60,4,20,24,11,8,11,4,14,0,0,560823,560946,3984486
10,,FIU,,200:00,1,21,52,4,12,10,13,56,6,15,21,8,12,7,4,20,0,0,560753,560946,3984696
10,,New Mexico St.,,200:00,1,24,49,1,9,16,19,65,12,26,38,10,18,6,2,16,0,0,560946,560753,3984696
9,,FIU,,200:00,1,14,47,3,16,27,34,58,8,22,30,6,16,7,4,24,0,0,560753,560946,5250285
10,,New Mexico St.,,200:00,1,20,52,2,13,21,29,63,14,28,42,7,18,8,0,26,2,0,560946,560753,5250285
10,,Liberty,,200:00,1,30,59,8,13,14,16,82,9,30,39,17,13,3,8,17,0,0,560844,560946,5250279
11,,New Mexico St.,,200:00,1,26,68,3,9,15,20,70,15,22,37,9,8,7,2,15,0,0,560946,560844,5250279
9,,New Mexico,,200:00,1,24,59,5,19,11,13,64,10,35,45,14,15,6,2,16,0,0,560948,560568,3971202
12,,Tarleton St.,,200:00,1,21,63,8,27,5,10,55,10,25,35,8,14,5,2,12,1,0,560568,560948,3971202
12,,New Mexico,,200:00,1,21,63,10,32,5,11,57,13,19,32,12,18,9,2,14,1,0,560948,560912,3972686
9,,Montana St.,,200:00,1,29,56,6,18,11,14,75,8,28,36,23,17,7,5,17,0,0,560912,560948,3972686
10,,Georgia Tech,,200:00,1,26,62,5,23,9,10,66,11,36,47,13,16,2,0,22,0,0,560771,560948,3972793
10,,New Mexico,,200:00,1,20,59,1,15,14,19,55,6,26,32,4,12,8,1,15,0,0,560948,560771,3972793
9,,New Mexico,,225:00,1,27,76,9,31,18,21,81,14,33,47,14,11,6,4,13,0,0,560948,560732,3973209
11,,Eastern Ill.,,225:00,1,29,71,12,37,8,10,78,10,36,46,22,17,7,8,17,1,1,560732,560948,3973209
10,,New Mexico,,200:00,1,25,64,4,18,13,16,67,16,31,47,12,13,8,5,16,0,1,560948,560946,3973741
9,,New Mexico St.,,200:00,1,21,59,5,16,5,7,52,9,24,33,12,13,6,1,15,0,2,560946,560948,3973741
12,,New Mexico,,200:00,1,27,70,8,35,6,11,68,16,40,56,19,12,7,7,9,0,0,560948,560904,3974176
11,,Mississippi Val.,,200:00,1,19,65,4,12,3,9,45,10,29,39,9,11,8,6,12,0,0,560904,560948,3974176
12,,New Mexico,,200:00,1,23,62,11,37,11,16,68,8,33,41,20,12,9,1,20,0,0,560948,560779,3974927
12,,Hampton,,200:00,1,16,54,6,19,17,28,55,8,36,44,7,18,8,3,11,0,0,560779,560948,3974927
11,,Gonzaga,,200:00,1,25,52,9,17,8,10,67,5,25,30,21,10,0,4,9,0,1,560776,560948,3976035
10,,New Mexico,,200:00,1,20,59,10,32,6,7,56,12,23,35,10,15,3,4,15,1,0,560948,560776,3976035
11,,Nevada,,200:00,1,24,70,5,22,6,10,59,12,26,38,10,7,7,2,21,1,0,560940,560948,3976297
9,,New Mexico,,200:00,1,25,52,3,13,16,23,69,4,36,40,10,13,1,2,11,0,0,560948,560940,3976297
11,,New Mexico,,200:00,1,20,57,8,29,8,10,56,6,28,34,13,13,6,4,7,0,0,560948,560617,3977062
11,,Boise St.,,200:00,1,25,60,11,29,3,3,64,5,31,36,15,11,9,2,13,0,0,560617,560948,3977062
12,,Colorado St.,,200:00,1,22,57,10,27,7,9,61,2,27,29,16,11,5,7,11,0,0,560688,560948,3978181
10,,New Mexico,,200:00,1,22,59,5,22,6,11,55,12,33,45,12,18,8,3,12,0,1,560948,560688,3978181
9,,UNLV,,200:00,1,24,63,9,26,9,15,66,14,29,43,15,14,10,2,8,0,0,560938,560948,3979074
9,,New Mexico,,200:00,1,27,64,10,28,5,7,69,9,28,37,12,11,9,3,15,0,0,560948,560938,3979074
9,,New Mexico,,200:00,1,28,54,7,15,21,25,84,6,25,31,13,7,6,3,11,0,0,560948,560644,3979661
12,,Fresno St.,,200:00,1,30,66,11,32,6,9,77,13,22,35,14,11,5,5,16,0,0,560644,560948,3979661
9,,New Mexico,,200:00,1,24,59,4,19,4,12,56,5,31,36,7,10,9,2,17,0,0,560948,560938,3981118
9,,UNLV,,200:00,1,23,58,7,18,9,16,62,8,35,43,15,14,3,1,17,0,0,560938,560948,3981118
8,,New Mexico,,200:00,1,24,52,8,19,6,13,62,4,42,46,9,18,2,3,8,0,0,560948,560688,3982124
12,,Colorado St.,,200:00,1,20,63,4,26,2,4,46,2,26,28,5,7,6,6,12,0,0,560688,560948,3982124
11,,Boise St.,,200:00,1,24,64,4,24,6,10,58,8,32,40,13,13,5,11,18,0,0,560617,560948,3983631
8,,New Mexico,,200:00,1,19,61,6,22,11,18,55,10,32,42,11,13,6,0,11,0,0,560948,560617,3983631
10,,New Mexico,,200:00,1,30,62,13,29,9,13,82,13,25,38,19,16,7,0,14,1,0,560948,560940,3984375
10,,Nevada,,200:00,1,29,62,10,27,15,18,83,10,21,31,16,9,8,1,15,0,0,560940,560948,3984375
9,,Fresno St.,,200:00,1,22,53,6,20,8,15,58,7,21,28,12,15,3,2,15,0,0,560644,560948,3984623
11,,New Mexico,,200:00,1,26,52,7,16,13,18,72,5,27,32,12,11,6,1,15,0,0,560948,560644,3984623
11,,Mississippi St.,,200:00,1,36,63,5,20,10,16,87,13,41,54,17,15,13,12,10,0,0,560902,560950,3971447
12,,New Orleans,,200:00,1,11,64,1,16,3,7,26,15,16,31,4,19,5,0,13,0,0,560950,560902,3971447
13,,New Orleans,,200:00,1,20,61,5,14,8,14,53,16,26,42,10,19,11,3,16,0,0,560950,560588,3972355
12,,Alcorn,,200:00,1,16,58,2,16,8,13,42,15,27,42,12,24,8,10,12,0,0,560588,560950,3972355
11,,Houston,,200:00,1,32,89,8,36,9,9,81,33,29,62,13,14,15,9,20,1,0,560794,560950,3973104
9,,New Orleans,,200:00,1,20,57,2,10,12,18,54,12,24,36,10,22,6,4,16,0,0,560950,560794,3973104
12,,UCF,,200:00,1,28,67,12,29,4,7,72,20,37,57,16,24,8,4,17,0,1,560671,560950,3975020
12,,New Orleans,,200:00,1,16,60,2,15,11,17,45,9,19,28,8,19,12,2,15,0,0,560950,560671,3975020
8,,New Orleans,,200:00,1,25,67,4,16,13,23,67,14,22,36,20,4,7,3,13,0,0,560950,560568,3975595
13,,Tarleton St.,,200:00,1,23,57,4,14,9,11,59,14,31,45,14,17,1,4,18,0,0,560568,560950,3975595
12,,Alcorn,,200:00,1,21,56,3,16,14,24,59,7,22,29,10,16,6,1,31,2,1,560588,560950,3975825
11,,New Orleans,,200:00,1,21,48,9,15,32,48,83,10,28,38,14,16,4,3,21,0,1,560950,560588,3975825
10,,New Orleans,,200:00,1,17,73,2,17,18,26,54,17,27,44,7,14,13,2,23,1,0,560950,560556,3978374
11,,A&M-Corpus Christi,,204:14,1,17,58,3,24,24,25,61,15,42,57,7,25,10,1,19,0,0,560556,560950,3978374
10,,Houston Christian,,200:00,1,17,52,6,18,8,12,48,5,28,33,13,18,6,9,17,0,0,560793,560950,3978947
9,,New Orleans,,200:00,1,20,62,3,14,14,18,57,14,31,45,7,14,11,5,13,0,0,560950,560793,3978947
10,,Lamar University,,200:00,1,20,57,1,17,24,28,65,12,25,37,7,19,8,6,25,1,0,560841,560950,3979949
10,,New Orleans,,200:00,1,22,48,3,10,15,24,62,8,26,34,17,25,9,4,24,1,0,560950,560841,3979949
8,,McNeese,,200:00,1,17,57,5,19,20,22,59,10,25,35,8,19,12,1,19,0,0,560882,560950,3980212
11,,New Orleans,,200:00,1,26,58,8,14,14,20,74,10,31,41,14,19,10,4,21,0,0,560950,560882,3980212
9,,New Orleans,,200:00,1,27,63,1,14,16,24,71,16,24,40,14,14,9,0,15,0,0,560950,560793,3980891
10,,Houston Christian,,200:00,1,20,46,7,19,14,18,61,3,25,28,12,22,7,3,18,1,0,560793,560950,3980891
9,,New Orleans,,200:00,1,19,70,2,12,14,17,54,17,18,35,7,12,9,2,21,1,0,560950,560549,3981415
12,,UIW,,200:00,1,21,56,3,21,19,23,64,13,29,42,15,16,6,5,14,0,0,560549,560950,3981415
9,,New Orleans,,200:00,1,21,53,4,12,14,15,60,8,24,32,6,19,9,2,19,1,0,560950,560841,3983283
10,,Lamar University,,200:00,1,26,62,4,16,7,12,63,15,25,40,15,17,10,2,15,0,0,560841,560950,3983283
13,,A&M-Corpus Christi,,200:00,1,31,57,9,18,10,14,81,9,34,43,22,20,10,3,17,0,0,560556,560950,3984310
10,,New Orleans,,200:00,1,20,68,4,20,10,15,54,16,16,32,10,17,10,2,16,1,0,560950,560556,3984310
10,,UIW,,250:00,1,27,71,4,27,21,24,79,21,31,52,12,19,11,2,19,0,0,560549,560950,3984517
10,,New Orleans,,250:00,1,28,68,8,20,12,17,76,12,25,37,13,19,10,5,20,1,0,560950,560549,3984517
9,,New Orleans,,200:00,1,23,66,4,16,17,21,67,11,23,34,14,13,10,5,13,0,0,560950,560882,3984641
9,,McNeese,,200:00,1,23,62,5,17,13,15,64,16,34,50,14,24,7,2,20,1,0,560882,560950,3984641
11,,Niagara,,200:00,1,28,63,11,20,12,18,79,5,17,22,10,18,10,5,24,0,0,560952,560725,3970877
10,,Duquesne,,200:00,1,26,60,12,28,18,30,82,13,28,41,15,23,10,3,16,0,0,560725,560952,3970877
13,,Buffalo,,200:00,1,29,56,3,9,31,39,92,12,21,33,14,13,9,1,22,0,0,560636,560952,3971339
11,,Niagara,,200:00,1,26,54,3,11,20,27,75,10,20,30,16,18,9,2,27,3,1,560952,560636,3971339
12,,LSU,,200:00,1,36,63,3,5,24,30,99,9,29,38,24,21,13,8,22,1,1,560850,560952,3972723
12,,Niagara,,200:00,1,22,66,6,24,15,21,65,17,22,39,11,30,8,1,30,4,0,560952,560850,3972723
12,,UCLA,,200:00,1,38,64,5,15,16,21,97,19,34,53,25,26,16,13,19,0,1,560661,560952,3972843
12,,Niagara,,200:00,1,15,65,7,25,9,19,46,18,10,28,12,27,10,0,20,1,0,560952,560661,3972843
14,,Maryland,,200:00,1,45,67,10,17,14,18,114,9,36,45,30,17,16,4,8,0,0,560876,560952,3954610
12,,Niagara,,200:00,1,19,70,4,24,2,6,44,16,14,30,8,27,10,0,18,1,0,560952,560876,3954610
12,,Cleveland St.,,200:00,1,31,57,2,9,23,29,87,14,26,40,19,25,19,3,17,0,0,560681,560952,3974440
12,,Niagara,,200:00,1,21,55,5,17,9,15,56,11,13,24,11,31,11,4,25,0,0,560952,560681,3974440
12,,Iona,,200:00,1,14,45,4,16,16,22,48,10,35,45,11,33,3,3,17,0,0,560814,560952,3975333
13,,Niagara,,200:00,1,28,73,4,17,7,11,67,12,25,37,19,13,18,1,24,0,0,560952,560814,3975333
13,,Niagara,,200:00,1,19,70,7,22,9,14,54,19,12,31,10,20,15,1,17,0,0,560952,560745,3976852
10,,Fairfield,,200:00,1,28,50,13,25,8,11,77,10,34,44,22,34,9,2,21,0,0,560745,560952,3976852
13,,Niagara,,200:00,1,25,59,8,27,14,18,72,11,27,38,18,20,15,0,19,0,0,560952,560921,3977280
10,,Mount St. Mary's,,200:00,1,22,55,8,20,9,15,61,9,21,30,16,21,11,3,20,0,0,560921,560952,3977280
10,,Marist,,200:00,1,20,46,3,10,18,29,61,8,38,46,14,30,9,7,15,0,0,560868,560952,3978452
13,,Niagara,,200:00,1,24,77,4,25,8,14,60,19,20,39,10,16,19,3,25,1,1,560952,560868,3978452
10,,Niagara,,200:00,1,19,63,0,14,15,19,53,13,23,36,9,14,7,2,20,1,0,560952,560866,3978935
10,,Manhattan,,200:00,1,23,50,5,15,13,15,64,5,32,37,17,22,7,5,12,0,0,560866,560952,3978935
9,,Mount St. Mary's,,200:00,1,24,56,3,16,12,17,63,11,30,41,16,34,9,3,24,2,0,560921,560952,3980311
13,,Niagara,,200:00,1,31,75,2,13,16,25,80,17,23,40,20,18,19,0,19,0,0,560952,560921,3980311
11,,Canisius,,200:00,1,19,53,3,13,14,26,55,17,26,43,14,26,11,1,23,2,0,560668,560952,3980641
13,,Niagara,,200:00,1,22,60,5,15,16,26,65,15,23,38,10,17,14,5,22,1,0,560952,560668,3980641
7,,Manhattan,,200:00,1,21,50,3,12,18,26,63,15,23,38,15,32,4,5,14,0,0,560866,560952,3981898
13,,Niagara,,200:00,1,33,63,12,21,10,17,88,9,19,28,24,18,17,1,26,0,0,560952,560866,3981898
12,,Niagara,,200:00,1,31,76,14,35,14,18,90,16,26,42,23,20,24,1,17,0,0,560952,560868,3983290
12,,Marist,,200:00,1,25,62,6,19,8,14,64,13,32,45,21,34,8,5,15,0,0,560868,560952,3983290
11,,Fairfield,,200:00,1,38,60,10,20,9,14,95,9,25,34,24,23,11,1,23,0,0,560745,560952,3983821
12,,Niagara,,200:00,1,23,58,3,14,16,23,65,11,15,26,12,24,10,2,16,0,1,560952,560745,3983821
13,,Niagara,,200:00,1,34,86,7,22,11,15,86,27,27,54,12,17,20,1,17,0,0,560952,560814,3984487
12,,Iona,,200:00,1,20,53,5,16,11,12,56,7,26,33,15,32,7,1,17,0,0,560814,560952,3984487
14,,Niagara,,200:00,1,29,62,10,27,16,21,84,11,21,32,11,17,20,5,21,0,0,560952,560668,3984705
12,,Canisius,,200:00,1,14,43,4,18,18,23,50,10,24,34,9,35,5,1,18,0,0,560668,560952,3984705
10,,Fairfield,,225:00,1,23,59,7,29,17,25,70,18,32,50,14,27,7,4,17,1,0,560745,560952,5250481
12,,Niagara,,225:00,1,23,74,3,17,13,21,62,22,22,44,7,19,15,1,25,2,0,560952,560745,5250481
10,,Eastern Ill.,,200:00,1,23,55,7,25,2,4,55,7,22,29,14,23,12,1,11,0,0,560732,560954,3972734
10,,Nicholls,,200:00,1,23,52,4,15,13,18,63,10,24,34,13,20,18,2,8,0,0,560954,560732,3972734
10,,Alcorn,,200:00,1,20,61,1,12,13,25,54,15,33,48,11,12,5,1,18,0,0,560588,560954,3973511
12,,Nicholls,,200:00,1,14,48,7,28,11,18,46,3,24,27,8,10,6,2,20,0,0,560954,560588,3973511
11,,Nicholls,,200:00,1,25,59,5,13,7,13,62,10,21,31,10,8,6,1,12,0,0,560954,560584,3974620
11,,UAB,,200:00,1,26,51,13,27,8,13,73,7,28,35,14,13,3,4,12,0,0,560584,560954,3974620
14,,Grambling,,200:00,1,25,59,1,18,18,24,69,10,37,47,14,25,12,2,17,0,0,560778,560954,3975912
12,,Nicholls,,200:00,1,19,66,5,24,7,14,50,12,24,36,13,21,10,1,20,0,0,560954,560778,3975912
10,,Houston Christian,,200:00,1,18,54,3,19,16,20,55,10,20,30,9,16,12,1,11,0,0,560793,560954,3977203
11,,Nicholls,,200:00,1,32,61,4,11,5,12,73,11,28,39,19,15,8,1,18,0,0,560954,560793,3977203
10,,Nicholls,,200:00,1,23,65,9,25,8,14,63,14,24,38,15,17,10,2,20,1,0,560954,560950,3977838
9,,New Orleans,,200:00,1,22,53,6,16,19,23,69,9,30,39,15,20,12,0,14,0,0,560950,560954,3977838
11,,Nicholls,,200:00,1,19,56,5,20,6,12,49,9,22,31,10,11,8,2,20,1,0,560954,560841,3978073
9,,Lamar University,,200:00,1,22,57,2,14,6,11,52,15,31,46,10,16,5,2,12,0,0,560841,560954,3978073
10,,UIW,,200:00,1,18,47,8,26,15,20,59,12,26,38,11,20,4,0,15,0,0,560549,560954,3978864
10,,Nicholls,,200:00,1,23,55,6,15,13,17,65,9,19,28,16,9,6,0,17,0,0,560954,560549,3978864
11,,A&M-Corpus Christi,,200:00,1,16,48,5,22,21,29,58,12,27,39,10,25,14,5,11,0,0,560556,560954,3979083
9,,Nicholls,,200:00,1,20,57,6,24,6,8,52,9,22,31,14,25,11,1,23,1,0,560954,560556,3979083
